V1,V10,V11,V12,V13,V14,V15,V16,V2,V3,V4,V5,V6,V7,V8,V9,class,prediction
38.0,19.0,1.0,163.0,2.0,-1.0,0.0,0.0,8.0,2.0,1.0,0.0,2674.0,1.0,0.0,0.0,0.0,0.0
51.0,19.0,1.0,97.0,2.0,-1.0,0.0,0.0,0.0,2.0,1.0,0.0,2843.0,1.0,0.0,0.0,0.0,0.0
28.0,19.0,1.0,399.0,1.0,-1.0,0.0,0.0,3.0,1.0,3.0,0.0,2340.0,1.0,0.0,0.0,0.0,0.0
26.0,19.0,1.0,60.0,1.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,-157.0,1.0,0.0,0.0,0.0,0.0
26.0,19.0,1.0,431.0,1.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,1028.0,1.0,1.0,0.0,0.0,0.0
54.0,19.0,1.0,184.0,3.0,-1.0,0.0,0.0,5.0,2.0,3.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
29.0,19.0,1.0,155.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,7836.0,1.0,0.0,0.0,0.0,0.0
52.0,19.0,1.0,500.0,2.0,-1.0,0.0,0.0,5.0,2.0,0.0,0.0,-309.0,1.0,0.0,0.0,1.0,0.0
50.0,19.0,1.0,27.0,2.0,-1.0,0.0,0.0,7.0,0.0,1.0,0.0,3374.0,0.0,0.0,0.0,0.0,0.0
44.0,19.0,1.0,167.0,2.0,-1.0,0.0,0.0,2.0,0.0,1.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0
37.0,19.0,1.0,89.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,121.0,0.0,1.0,0.0,0.0,0.0
39.0,19.0,1.0,92.0,2.0,-1.0,0.0,0.0,7.0,1.0,1.0,0.0,2453.0,0.0,0.0,0.0,0.0,0.0
28.0,19.0,1.0,296.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,940.0,1.0,0.0,0.0,0.0,0.0
29.0,19.0,1.0,779.0,1.0,-1.0,0.0,0.0,6.0,1.0,1.0,0.0,613.0,1.0,0.0,0.0,0.0,0.0
47.0,19.0,1.0,563.0,2.0,-1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,19.0,1.0,146.0,2.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,1403.0,0.0,0.0,0.0,0.0,0.0
35.0,19.0,1.0,92.0,2.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0
40.0,19.0,1.0,149.0,3.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,-108.0,1.0,0.0,0.0,0.0,0.0
48.0,19.0,1.0,354.0,7.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
47.0,19.0,1.0,121.0,3.0,-1.0,0.0,0.0,6.0,0.0,1.0,0.0,4923.0,0.0,0.0,0.0,0.0,0.0
40.0,19.0,1.0,106.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0
41.0,19.0,1.0,136.0,2.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,5736.0,1.0,1.0,0.0,0.0,0.0
26.0,19.0,1.0,297.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,-859.0,1.0,0.0,0.0,0.0,0.0
25.0,19.0,1.0,549.0,1.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,1782.0,1.0,0.0,0.0,0.0,0.0
28.0,19.0,1.0,267.0,2.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,1331.0,1.0,1.0,0.0,0.0,0.0
35.0,19.0,1.0,461.0,2.0,-1.0,0.0,0.0,9.0,0.0,1.0,0.0,2228.0,0.0,0.0,0.0,0.0,0.0
38.0,19.0,1.0,117.0,2.0,-1.0,0.0,0.0,6.0,1.0,1.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0
29.0,19.0,1.0,409.0,1.0,-1.0,0.0,0.0,6.0,1.0,1.0,0.0,732.0,1.0,0.0,0.0,0.0,0.0
23.0,19.0,1.0,104.0,1.0,-1.0,0.0,0.0,6.0,0.0,1.0,0.0,299.0,1.0,0.0,0.0,0.0,0.0
55.0,19.0,1.0,15.0,10.0,-1.0,0.0,0.0,10.0,0.0,3.0,0.0,136.0,1.0,0.0,0.0,0.0,0.0
61.0,19.0,1.0,216.0,2.0,-1.0,0.0,0.0,4.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
29.0,19.0,1.0,211.0,1.0,-1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36.0,19.0,1.0,71.0,2.0,-1.0,0.0,0.0,8.0,0.0,3.0,0.0,2022.0,0.0,0.0,0.0,0.0,0.0
48.0,19.0,1.0,18.0,18.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,237.0,1.0,0.0,0.0,0.0,0.0
42.0,19.0,1.0,651.0,3.0,-1.0,0.0,0.0,3.0,1.0,1.0,0.0,625.0,0.0,0.0,0.0,1.0,0.0
45.0,19.0,1.0,835.0,3.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,377.0,1.0,0.0,0.0,1.0,0.0
41.0,19.0,1.0,683.0,3.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,246.0,0.0,0.0,0.0,1.0,0.0
45.0,19.0,1.0,258.0,2.0,-1.0,0.0,0.0,10.0,0.0,1.0,0.0,870.0,0.0,1.0,0.0,0.0,0.0
43.0,19.0,1.0,156.0,6.0,-1.0,0.0,0.0,6.0,1.0,2.0,0.0,682.0,0.0,0.0,0.0,0.0,0.0
27.0,19.0,1.0,1012.0,1.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,61.0,1.0,0.0,0.0,1.0,0.0
45.0,19.0,1.0,130.0,25.0,-1.0,0.0,0.0,6.0,1.0,1.0,0.0,-198.0,1.0,0.0,0.0,0.0,0.0
44.0,19.0,1.0,311.0,2.0,-1.0,0.0,0.0,1.0,1.0,3.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0
42.0,19.0,1.0,129.0,2.0,-1.0,0.0,0.0,0.0,2.0,1.0,1.0,923.0,1.0,0.0,0.0,0.0,0.0
47.0,19.0,1.0,91.0,2.0,-1.0,0.0,0.0,9.0,2.0,1.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0
37.0,19.0,1.0,49.0,2.0,-1.0,0.0,0.0,4.0,0.0,1.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0
39.0,19.0,1.0,112.0,4.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,1473.0,1.0,0.0,0.0,0.0,0.0
45.0,19.0,1.0,36.0,7.0,-1.0,0.0,0.0,1.0,0.0,3.0,0.0,3388.0,0.0,0.0,0.0,0.0,0.0
39.0,19.0,1.0,112.0,4.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,1046.0,0.0,0.0,0.0,0.0,0.0
25.0,19.0,1.0,958.0,7.0,-1.0,0.0,0.0,3.0,1.0,1.0,0.0,-191.0,1.0,0.0,0.0,1.0,0.0
38.0,19.0,1.0,9.0,28.0,-1.0,0.0,0.0,3.0,2.0,1.0,0.0,1686.0,1.0,0.0,0.0,0.0,0.0
34.0,19.0,1.0,26.0,5.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,6053.0,1.0,0.0,0.0,0.0,0.0
41.0,19.0,1.0,91.0,2.0,-1.0,0.0,0.0,10.0,1.0,1.0,0.0,2184.0,0.0,0.0,0.0,0.0,0.0
57.0,19.0,1.0,2635.0,3.0,-1.0,0.0,0.0,5.0,0.0,1.0,0.0,789.0,0.0,0.0,0.0,0.0,0.0
49.0,19.0,1.0,138.0,9.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,1115.0,0.0,0.0,0.0,0.0,0.0
46.0,19.0,1.0,318.0,2.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0
49.0,19.0,1.0,326.0,5.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,226.0,1.0,0.0,0.0,0.0,0.0
58.0,19.0,1.0,1403.0,3.0,-1.0,0.0,0.0,2.0,0.0,2.0,0.0,2445.0,0.0,0.0,0.0,0.0,0.0
57.0,19.0,1.0,69.0,2.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,461.0,1.0,0.0,0.0,0.0,0.0
43.0,19.0,1.0,65.0,1.0,-1.0,0.0,0.0,3.0,2.0,1.0,0.0,1138.0,0.0,0.0,0.0,0.0,0.0
39.0,19.0,1.0,133.0,1.0,-1.0,0.0,0.0,4.0,0.0,3.0,0.0,2860.0,0.0,0.0,0.0,0.0,0.0
56.0,19.0,1.0,288.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,2558.0,0.0,0.0,0.0,0.0,0.0
55.0,19.0,1.0,120.0,1.0,-1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,19.0,1.0,38.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3022.0,0.0,0.0,0.0,0.0,0.0
38.0,19.0,1.0,43.0,3.0,-1.0,0.0,0.0,3.0,1.0,1.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0
41.0,19.0,1.0,78.0,1.0,-1.0,0.0,0.0,10.0,0.0,1.0,0.0,876.0,0.0,0.0,0.0,0.0,0.0
46.0,19.0,1.0,166.0,1.0,-1.0,0.0,0.0,10.0,2.0,3.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0
47.0,19.0,1.0,30.0,2.0,-1.0,0.0,0.0,7.0,0.0,1.0,0.0,759.0,1.0,0.0,0.0,0.0,0.0
50.0,20.0,1.0,189.0,2.0,-1.0,0.0,0.0,9.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
59.0,20.0,1.0,89.0,3.0,-1.0,0.0,0.0,5.0,2.0,1.0,0.0,602.0,0.0,0.0,0.0,0.0,0.0
53.0,20.0,1.0,101.0,2.0,-1.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,20.0,1.0,112.0,3.0,-1.0,0.0,0.0,11.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0
36.0,20.0,1.0,489.0,2.0,-1.0,0.0,0.0,9.0,1.0,3.0,0.0,2562.0,0.0,0.0,0.0,0.0,0.0
41.0,20.0,1.0,141.0,4.0,-1.0,0.0,0.0,1.0,2.0,2.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0
56.0,20.0,1.0,60.0,3.0,-1.0,0.0,0.0,0.0,2.0,0.0,1.0,-1968.0,0.0,0.0,0.0,0.0,0.0
39.0,20.0,1.0,241.0,2.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,610.0,0.0,0.0,0.0,0.0,0.0
50.0,20.0,1.0,35.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0
50.0,20.0,1.0,61.0,2.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,-141.0,1.0,0.0,0.0,0.0,0.0
50.0,20.0,1.0,135.0,5.0,-1.0,0.0,0.0,5.0,0.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
38.0,20.0,1.0,24.0,11.0,-1.0,0.0,0.0,3.0,1.0,1.0,0.0,3054.0,0.0,0.0,0.0,0.0,0.0
46.0,20.0,1.0,62.0,4.0,-1.0,0.0,0.0,10.0,0.0,3.0,0.0,4064.0,0.0,0.0,0.0,0.0,0.0
57.0,20.0,1.0,43.0,8.0,-1.0,0.0,0.0,6.0,2.0,2.0,0.0,887.0,0.0,0.0,0.0,0.0,0.0
57.0,20.0,1.0,75.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0
52.0,20.0,1.0,177.0,3.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,5614.0,1.0,0.0,0.0,0.0,0.0
49.0,20.0,1.0,170.0,2.0,-1.0,0.0,0.0,3.0,2.0,3.0,0.0,912.0,0.0,0.0,0.0,0.0,0.0
57.0,20.0,1.0,42.0,5.0,-1.0,0.0,0.0,4.0,0.0,2.0,0.0,2266.0,0.0,0.0,0.0,0.0,0.0
35.0,20.0,1.0,22.0,12.0,-1.0,0.0,0.0,6.0,1.0,1.0,0.0,2830.0,0.0,0.0,0.0,0.0,0.0
50.0,20.0,1.0,99.0,5.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,480.0,1.0,0.0,0.0,0.0,0.0
56.0,20.0,1.0,139.0,2.0,-1.0,0.0,0.0,9.0,2.0,3.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0
54.0,20.0,1.0,198.0,10.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,-51.0,0.0,0.0,0.0,0.0,0.0
39.0,20.0,1.0,394.0,2.0,-1.0,0.0,0.0,10.0,0.0,3.0,0.0,4899.0,0.0,0.0,0.0,0.0,0.0
60.0,20.0,1.0,42.0,7.0,-1.0,0.0,0.0,5.0,0.0,0.0,0.0,2868.0,0.0,0.0,0.0,0.0,0.0
28.0,20.0,1.0,41.0,28.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,103.0,1.0,0.0,0.0,0.0,0.0
45.0,20.0,1.0,98.0,2.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0
52.0,20.0,1.0,114.0,3.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,1624.0,0.0,0.0,0.0,0.0,0.0
56.0,20.0,1.0,191.0,3.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
37.0,20.0,1.0,167.0,2.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,2209.0,0.0,0.0,0.0,0.0,0.0
30.0,20.0,1.0,238.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,1.0,0.0,0.0,0.0
41.0,20.0,1.0,73.0,3.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1273.0,0.0,0.0,0.0,0.0,0.0
51.0,20.0,1.0,206.0,2.0,-1.0,0.0,0.0,6.0,0.0,1.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0
59.0,20.0,1.0,179.0,10.0,-1.0,0.0,0.0,5.0,0.0,3.0,0.0,6955.0,0.0,1.0,0.0,0.0,0.0
39.0,20.0,1.0,44.0,3.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0
56.0,20.0,1.0,129.0,5.0,-1.0,0.0,0.0,7.0,0.0,1.0,0.0,1860.0,1.0,0.0,0.0,0.0,0.0
41.0,20.0,1.0,160.0,3.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,3135.0,1.0,1.0,0.0,0.0,0.0
50.0,20.0,1.0,156.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,1.0,0.0,0.0,0.0
57.0,20.0,1.0,512.0,2.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
36.0,20.0,1.0,50.0,5.0,-1.0,0.0,0.0,8.0,1.0,1.0,0.0,1173.0,1.0,1.0,0.0,0.0,0.0
38.0,20.0,1.0,65.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2978.0,0.0,1.0,0.0,0.0,0.0
32.0,20.0,1.0,23.0,24.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,1873.0,1.0,1.0,0.0,0.0,0.0
58.0,20.0,1.0,106.0,3.0,-1.0,0.0,0.0,1.0,0.0,3.0,0.0,4015.0,0.0,0.0,0.0,0.0,0.0
38.0,20.0,1.0,256.0,3.0,-1.0,0.0,0.0,8.0,0.0,1.0,0.0,746.0,0.0,0.0,0.0,0.0,0.0
48.0,20.0,1.0,633.0,2.0,-1.0,0.0,0.0,8.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
42.0,20.0,1.0,109.0,3.0,-1.0,0.0,0.0,2.0,0.0,1.0,0.0,1002.0,0.0,0.0,0.0,0.0,0.0
56.0,20.0,1.0,99.0,2.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,337.0,1.0,0.0,0.0,0.0,0.0
40.0,20.0,1.0,246.0,3.0,-1.0,0.0,0.0,10.0,0.0,3.0,0.0,746.0,0.0,0.0,0.0,0.0,0.0
56.0,20.0,1.0,59.0,3.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,770.0,1.0,0.0,0.0,0.0,0.0
60.0,20.0,1.0,241.0,4.0,-1.0,0.0,0.0,10.0,2.0,0.0,0.0,662.0,0.0,0.0,0.0,0.0,0.0
36.0,20.0,1.0,63.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1736.0,1.0,0.0,0.0,0.0,0.0
37.0,20.0,1.0,54.0,1.0,-1.0,0.0,0.0,3.0,1.0,1.0,0.0,847.0,0.0,0.0,0.0,0.0,0.0
46.0,20.0,1.0,87.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,3494.0,1.0,0.0,0.0,0.0,0.0
59.0,20.0,1.0,122.0,1.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,-162.0,1.0,1.0,0.0,0.0,0.0
43.0,20.0,1.0,973.0,2.0,-1.0,0.0,0.0,9.0,0.0,3.0,0.0,519.0,0.0,0.0,0.0,1.0,0.0
46.0,20.0,1.0,166.0,1.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
39.0,20.0,1.0,375.0,1.0,-1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,20.0,1.0,111.0,1.0,-1.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
43.0,20.0,1.0,35.0,1.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,1794.0,1.0,0.0,0.0,0.0,0.0
51.0,20.0,1.0,32.0,1.0,-1.0,0.0,0.0,5.0,0.0,1.0,0.0,806.0,0.0,0.0,0.0,0.0,0.0
46.0,20.0,1.0,625.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,20.0,1.0,124.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
58.0,20.0,1.0,157.0,2.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,683.0,0.0,0.0,0.0,0.0,0.0
60.0,20.0,1.0,1467.0,4.0,-1.0,0.0,0.0,5.0,0.0,1.0,0.0,1690.0,0.0,0.0,0.0,1.0,0.0
53.0,20.0,1.0,134.0,1.0,-1.0,0.0,0.0,9.0,0.0,1.0,0.0,2057.0,1.0,0.0,0.0,0.0,0.0
53.0,20.0,1.0,325.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,472.0,1.0,1.0,0.0,0.0,0.0
38.0,20.0,1.0,114.0,2.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,15477.0,0.0,0.0,0.0,0.0,0.0
48.0,20.0,1.0,792.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5320.0,1.0,0.0,0.0,1.0,0.0
50.0,20.0,1.0,155.0,1.0,-1.0,0.0,0.0,1.0,2.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0
35.0,20.0,1.0,170.0,1.0,-1.0,0.0,0.0,8.0,1.0,1.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0
45.0,20.0,1.0,124.0,1.0,-1.0,0.0,0.0,3.0,1.0,3.0,0.0,1006.0,0.0,0.0,0.0,0.0,0.0
50.0,20.0,1.0,179.0,2.0,-1.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,20.0,1.0,262.0,2.0,-1.0,0.0,0.0,1.0,2.0,1.0,0.0,6835.0,0.0,0.0,0.0,0.0,0.0
41.0,20.0,1.0,168.0,2.0,-1.0,0.0,0.0,6.0,0.0,1.0,0.0,4178.0,0.0,0.0,0.0,0.0,0.0
37.0,20.0,1.0,193.0,11.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,1818.0,1.0,0.0,0.0,0.0,0.0
53.0,20.0,1.0,333.0,15.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0
45.0,20.0,1.0,50.0,2.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43.0,20.0,1.0,241.0,2.0,-1.0,0.0,0.0,3.0,0.0,2.0,0.0,-19.0,0.0,1.0,0.0,0.0,0.0
37.0,20.0,1.0,187.0,2.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,2685.0,0.0,0.0,0.0,0.0,0.0
56.0,20.0,1.0,37.0,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1062.0,0.0,0.0,0.0,0.0,0.0
53.0,20.0,1.0,253.0,1.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,1777.0,1.0,0.0,0.0,0.0,0.0
59.0,20.0,1.0,41.0,1.0,-1.0,0.0,0.0,9.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0
55.0,20.0,1.0,398.0,2.0,-1.0,0.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,20.0,1.0,361.0,1.0,-1.0,0.0,0.0,5.0,1.0,1.0,0.0,4365.0,0.0,0.0,0.0,0.0,0.0
45.0,20.0,1.0,97.0,1.0,-1.0,0.0,0.0,3.0,0.0,2.0,0.0,550.0,0.0,1.0,0.0,0.0,0.0
31.0,20.0,1.0,20.0,19.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,224.0,1.0,0.0,0.0,0.0,0.0
49.0,20.0,1.0,493.0,1.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,1119.0,1.0,0.0,0.0,0.0,0.0
42.0,20.0,1.0,65.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0
45.0,20.0,1.0,48.0,1.0,-1.0,0.0,0.0,10.0,0.0,3.0,0.0,4994.0,0.0,0.0,0.0,0.0,0.0
26.0,20.0,1.0,382.0,7.0,-1.0,0.0,0.0,3.0,1.0,1.0,0.0,-46.0,1.0,0.0,0.0,1.0,0.0
40.0,20.0,1.0,606.0,1.0,-1.0,0.0,0.0,2.0,2.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0
46.0,20.0,1.0,74.0,1.0,-1.0,0.0,0.0,7.0,0.0,1.0,0.0,457.0,1.0,1.0,0.0,0.0,0.0
52.0,20.0,1.0,153.0,1.0,-1.0,0.0,0.0,10.0,2.0,3.0,0.0,1697.0,0.0,0.0,0.0,0.0,0.0
52.0,20.0,1.0,1210.0,1.0,-1.0,0.0,0.0,5.0,0.0,0.0,0.0,2269.0,0.0,0.0,0.0,1.0,0.0
50.0,20.0,1.0,716.0,2.0,-1.0,0.0,0.0,1.0,2.0,1.0,0.0,396.0,0.0,0.0,0.0,1.0,0.0
42.0,20.0,1.0,158.0,1.0,-1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54.0,20.0,1.0,158.0,1.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,2281.0,1.0,0.0,0.0,0.0,0.0
48.0,20.0,1.0,139.0,1.0,-1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
57.0,20.0,1.0,313.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,9689.0,1.0,0.0,0.0,0.0,0.0
43.0,20.0,1.0,273.0,1.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,20.0,1.0,218.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1746.0,1.0,0.0,0.0,0.0,0.0
43.0,20.0,1.0,45.0,1.0,-1.0,0.0,0.0,4.0,0.0,2.0,0.0,1517.0,0.0,0.0,0.0,0.0,0.0
52.0,20.0,1.0,115.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1545.0,0.0,0.0,0.0,0.0,0.0
43.0,20.0,1.0,280.0,1.0,-1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,20.0,1.0,109.0,1.0,-1.0,0.0,0.0,6.0,0.0,1.0,0.0,165.0,0.0,1.0,0.0,0.0,0.0
51.0,20.0,1.0,179.0,3.0,-1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42.0,20.0,1.0,115.0,1.0,-1.0,0.0,0.0,4.0,1.0,2.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0
44.0,20.0,1.0,25.0,1.0,-1.0,0.0,0.0,7.0,0.0,1.0,0.0,-254.0,0.0,0.0,0.0,0.0,0.0
56.0,20.0,1.0,75.0,4.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0
42.0,20.0,1.0,235.0,1.0,-1.0,0.0,0.0,8.0,0.0,3.0,0.0,3717.0,0.0,0.0,0.0,0.0,0.0
38.0,20.0,1.0,95.0,2.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,933.0,0.0,0.0,0.0,0.0,0.0
35.0,20.0,1.0,231.0,1.0,-1.0,0.0,0.0,8.0,0.0,1.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0
41.0,20.0,1.0,132.0,1.0,-1.0,0.0,0.0,1.0,2.0,0.0,0.0,24055.0,0.0,1.0,0.0,0.0,0.0
47.0,20.0,1.0,39.0,2.0,-1.0,0.0,0.0,8.0,0.0,0.0,0.0,1917.0,0.0,0.0,0.0,0.0,0.0
44.0,20.0,1.0,31.0,1.0,-1.0,0.0,0.0,7.0,1.0,1.0,0.0,2886.0,0.0,0.0,0.0,0.0,0.0
50.0,20.0,1.0,64.0,1.0,-1.0,0.0,0.0,6.0,0.0,2.0,0.0,-1137.0,1.0,1.0,0.0,0.0,0.0
54.0,20.0,1.0,838.0,1.0,-1.0,0.0,0.0,7.0,0.0,2.0,0.0,386.0,0.0,1.0,0.0,1.0,0.0
38.0,20.0,1.0,1276.0,1.0,-1.0,0.0,0.0,9.0,0.0,1.0,0.0,1604.0,0.0,0.0,0.0,0.0,0.0
43.0,20.0,1.0,27.0,1.0,-1.0,0.0,0.0,6.0,0.0,1.0,0.0,584.0,0.0,0.0,0.0,0.0,0.0
39.0,20.0,1.0,100.0,1.0,-1.0,0.0,0.0,8.0,1.0,1.0,0.0,759.0,1.0,0.0,0.0,0.0,0.0
43.0,20.0,1.0,188.0,1.0,-1.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
58.0,20.0,1.0,141.0,1.0,-1.0,0.0,0.0,5.0,0.0,1.0,0.0,5523.0,0.0,0.0,0.0,0.0,0.0
44.0,20.0,1.0,144.0,1.0,-1.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
