@relation MiddlePhalanxOutlineCorrect
@attribute att0 real
@attribute att1 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att2 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att3 real
@attribute att30 real
@attribute att31 real
@attribute att32 real
@attribute att33 real
@attribute att34 real
@attribute att35 real
@attribute att36 real
@attribute att37 real
@attribute att38 real
@attribute att39 real
@attribute att4 real
@attribute att40 real
@attribute att41 real
@attribute att42 real
@attribute att43 real
@attribute att44 real
@attribute att45 real
@attribute att46 real
@attribute att47 real
@attribute att48 real
@attribute att49 real
@attribute att5 real
@attribute att50 real
@attribute att51 real
@attribute att52 real
@attribute att53 real
@attribute att54 real
@attribute att55 real
@attribute att56 real
@attribute att57 real
@attribute att58 real
@attribute att59 real
@attribute att6 real
@attribute att60 real
@attribute att61 real
@attribute att62 real
@attribute att63 real
@attribute att64 real
@attribute att65 real
@attribute att66 real
@attribute att67 real
@attribute att68 real
@attribute att69 real
@attribute att7 real
@attribute att70 real
@attribute att71 real
@attribute att72 real
@attribute att73 real
@attribute att74 real
@attribute att75 real
@attribute att76 real
@attribute att77 real
@attribute att78 real
@attribute att79 real
@attribute att8 real
@attribute att9 real
@attribute class real
@data
-0.33449,-0.30413,1.4447,1.4352,1.3784,1.4009,1.4725,1.4133,1.2357,1.0457,0.82807,0.62637,-0.28764,0.36831,0.074985,-0.17088,-0.31789,-0.31584,-0.3042,-0.21191,-0.05546,0.14144,0.36399,-0.079675,0.61207,0.85358,1.091,1.2886,1.2983,1.2473,1.3044,1.3621,1.2715,1.2018,0.15982,1.2044,1.315,1.2958,1.1014,0.88861,0.61833,0.35487,0.1257,-0.063912,-0.23595,0.4105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,0.64839,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,0.86653,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,-1.1105,1.0223,1.2258,0.0
-0.46229,-0.4321,1.3965,1.4346,1.4996,1.4743,1.3099,1.0652,0.82083,0.56522,0.31712,0.062303,-0.27413,-0.17325,-0.40922,-0.48854,-0.47445,-0.33688,-0.12902,0.082113,0.30612,0.55142,0.79073,-0.039699,1.0213,1.2756,1.3914,1.4647,1.4905,1.4007,1.3824,1.3597,1.4202,1.3681,0.23445,1.4321,1.2496,1.0638,0.85687,0.62411,0.3697,0.15024,-0.066313,-0.22567,-0.37773,0.48449,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,0.71733,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,0.96864,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,-1.0704,1.2111,1.3893,0.0
-0.47868,-0.44207,1.2931,1.2631,1.3116,1.2832,1.1963,0.94599,0.70716,0.48396,0.18166,-0.089068,-0.29464,-0.34419,-0.53822,-0.54434,-0.46242,-0.32844,-0.12093,0.095218,0.34132,0.59986,0.86181,-0.068788,1.1262,1.4006,1.6518,1.5126,1.3488,1.2838,1.2966,1.2663,1.3145,1.3562,0.18982,1.4472,1.596,1.4152,1.1277,0.8424,0.55056,0.27044,0.008343,-0.23193,-0.40698,0.42805,-0.87886,-0.93632,-1.0497,-1.0931,-1.1647,-1.2579,-1.2518,-1.2189,-1.231,-1.2066,0.64035,-1.1125,-1.0101,-0.86656,-0.78741,-0.7229,-0.72057,-0.82319,-0.92172,-1.0137,-1.0945,0.96512,-1.1056,-1.1401,-1.2113,-1.2895,-1.2903,-1.2373,-1.1541,-1.0572,-0.95394,-0.84718,1.1602,1.2363,1.0
-0.7014,-0.71005,1.4844,1.4636,1.4222,1.4762,1.5553,1.4699,1.275,1.0259,0.77597,0.477,-0.51954,0.16499,-0.14284,-0.45549,-0.67915,-0.76366,-0.68566,-0.512,-0.28676,-0.033621,0.23149,-0.25791,0.51218,0.78847,1.0831,1.3544,1.4986,1.4546,1.4087,1.3684,1.3692,1.3879,0.024653,1.4926,1.5102,1.3462,1.0328,0.74375,0.47344,0.15889,-0.12409,-0.38603,-0.60774,0.32006,-0.88875,-0.78573,-0.70488,-0.64729,-0.74238,-0.83802,-0.98752,-1.1066,-1.2319,-1.2965,0.61182,-1.2596,-1.1448,-1.0275,-0.91084,-0.77929,-0.64679,-0.58759,-0.70293,-0.79147,-0.88089,0.89428,-0.9886,-1.0341,-1.1553,-1.2235,-1.2357,-1.2948,-1.2475,-1.1284,-1.021,-0.95934,1.1095,1.3497,1.0
-0.3841,-0.39845,1.554,1.7432,1.9245,1.8418,1.8104,1.8818,1.9204,1.717,1.4932,1.2802,-0.28095,1.0444,0.80015,0.52918,0.27879,0.069418,-0.11849,-0.27687,-0.37145,-0.32055,-0.27466,-0.089498,-0.13736,-0.002379,0.2077,0.41476,0.65901,0.87333,0.91567,0.89635,0.83117,0.88577,0.11577,0.82931,0.81334,0.84862,0.91567,0.74163,0.50767,0.26345,0.035395,-0.14458,-0.28695,0.35122,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,0.59925,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,0.83637,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,-1.0589,1.0862,1.3359,0.0
-0.76037,-0.70915,1.4495,1.4352,1.5082,1.5605,1.5146,1.3966,1.1502,0.83302,0.58679,0.28977,-0.55659,-0.01559,-0.28732,-0.52671,-0.66702,-0.67093,-0.64578,-0.45184,-0.17402,0.065342,0.35126,-0.29185,0.63621,0.94254,1.2448,1.4183,1.4344,1.3425,1.3717,1.4076,1.4358,1.5264,-0.007626,1.5707,1.5302,1.2435,0.9154,0.59494,0.31055,0.01423,-0.24029,-0.48094,-0.65889,0.3234,-0.46152,-0.45147,-0.60582,-0.7952,-0.91923,-1.122,-1.2785,-1.4306,-1.3745,-1.2958,0.6094,-1.1306,-0.97136,-0.82497,-0.7369,-0.57944,-0.46973,-0.59775,-0.68201,-0.86989,-0.98029,0.93125,-1.1664,-1.3162,-1.3641,-1.3718,-1.271,-1.1715,-1.0301,-0.88396,-0.72937,-0.54192,1.2604,1.3636,1.0
-0.45704,-0.37868,1.4006,1.3425,1.3619,1.413,1.4443,1.3318,1.1297,0.89683,0.67642,0.45941,-0.19677,0.21132,-0.06336,-0.31349,-0.40754,-0.39656,-0.30475,-0.15776,0.061616,0.30059,0.53988,0.008291,0.79754,1.0375,1.2566,1.3701,1.3063,1.3176,1.3415,1.2808,1.207,1.1868,0.26206,1.3038,1.3657,1.2334,1.0011,0.77331,0.50664,0.26012,0.019216,-0.20218,-0.39259,0.53513,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,0.75921,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,0.93996,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,-1.0978,1.1671,1.3985,0.0
-0.73424,-0.5857,1.3707,1.3778,1.424,1.4876,1.5284,1.3322,1.0382,0.72108,0.41819,0.12538,-0.44454,-0.16232,-0.42646,-0.61209,-0.6409,-0.59317,-0.43307,-0.22736,0.059539,0.3215,0.59619,-0.18987,0.86679,1.1687,1.4153,1.4609,1.3617,1.3608,1.3392,1.2963,1.438,1.392,0.084326,1.5707,1.5007,1.2617,1.0044,0.69774,0.40149,0.10389,-0.18283,-0.43147,-0.65997,0.35797,-0.6147,-0.51528,-0.59394,-0.73356,-0.85993,-1.0028,-1.0944,-1.2296,-1.3226,-1.3585,0.61279,-1.2646,-1.1419,-0.99414,-0.86734,-0.78772,-0.7014,-0.72984,-0.84895,-0.96468,-1.0743,0.91559,-1.1551,-1.2209,-1.3013,-1.3246,-1.2492,-1.1524,-1.0767,-0.95702,-0.83407,-0.70936,1.1899,1.4029,1.0
-0.53976,-0.52063,1.2946,1.3537,1.4108,1.338,1.2451,1.0757,0.85675,0.61881,0.40425,0.16881,-0.35581,-0.10846,-0.33879,-0.43141,-0.45765,-0.31275,-0.11178,0.11184,0.36435,0.6347,0.9138,-0.24328,1.208,1.4169,1.4853,1.4228,1.3936,1.3369,1.2854,1.2776,1.4194,1.4965,0.039134,1.4678,1.4676,1.2818,0.97444,0.7167,0.41882,0.16666,-0.098698,-0.2516,-0.42985,0.25147,-0.6239,-0.62398,-0.73842,-0.93268,-1.0875,-1.194,-1.2881,-1.3563,-1.4195,-1.3484,0.45638,-1.2247,-1.1337,-0.98387,-0.87696,-0.72238,-0.64881,-0.76818,-0.88617,-0.9595,-1.1142,0.7149,-1.2196,-1.3437,-1.3928,-1.4115,-1.3281,-1.2001,-1.1074,-0.96532,-0.8549,-0.69938,0.9876,1.1776,0.0
-0.70701,-0.74015,1.3751,1.3785,1.3427,1.3587,1.4229,1.346,1.1301,0.75626,0.46054,0.15178,-0.54503,-0.14922,-0.44474,-0.64778,-0.70314,-0.63443,-0.42046,-0.19899,0.077407,0.34943,0.65956,-0.28156,0.95071,1.2799,1.4464,1.4053,1.3119,1.3879,1.3661,1.3834,1.3659,1.3965,-0.012578,1.5582,1.5112,1.3162,0.98561,0.78253,0.43454,0.13319,-0.17604,-0.41656,-0.64068,0.30676,-0.35277,-0.54792,-0.6552,-0.68807,-0.92215,-1.0954,-1.3459,-1.5261,-1.5413,-1.3934,0.5189,-1.2204,-1.0007,-0.87566,-0.79898,-0.62073,-0.43346,-0.5521,-0.74144,-0.92918,-1.0989,0.73674,-1.2413,-1.3077,-1.3311,-1.3299,-1.2746,-1.1837,-1.0302,-0.87023,-0.64903,-0.46129,1.0527,1.2974,0.0
-0.48038,-0.44127,1.2915,1.3479,1.3548,1.3392,1.1764,0.98571,0.74907,0.46924,0.19765,-0.058097,-0.30934,-0.22699,-0.40851,-0.42749,-0.35562,-0.26928,-0.011859,0.12278,0.37135,0.63406,0.90603,-0.068658,1.1844,1.4129,1.5723,1.5158,1.4039,1.3235,1.3279,1.376,1.4655,1.5927,0.15579,1.6327,1.3958,1.1805,0.90942,0.63839,0.38436,0.1357,-0.096607,-0.30199,-0.41838,0.3796,-0.80915,-0.83895,-0.90227,-0.95933,-1.073,-1.1406,-1.2298,-1.2604,-1.2975,-1.2069,0.59091,-1.1813,-1.0544,-0.96911,-0.88561,-0.84118,-0.86994,-0.95276,-0.97796,-1.0739,-1.1501,0.86872,-1.1839,-1.2433,-1.2543,-1.2646,-1.1919,-1.1214,-1.0816,-0.99322,-0.94413,-0.85093,1.0608,1.2245,0.0
-0.4629,-0.40206,1.451,1.4073,1.4593,1.5179,1.4748,1.3087,1.122,0.84795,0.61269,0.40306,-0.21663,0.17815,-0.08862,-0.30026,-0.50113,-0.50283,-0.39793,-0.23026,-0.028763,0.20126,0.44268,0.016436,0.68342,0.90756,1.1492,1.3324,1.272,1.2557,1.355,1.4512,1.4003,1.3308,0.26337,1.3544,1.3908,1.2646,0.99077,0.73816,0.47942,0.23585,-0.012999,-0.22291,-0.38619,0.49519,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,0.73764,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,0.95393,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,-1.0771,1.1736,1.4087,0.0
-0.45209,-0.41168,1.4638,1.4162,1.4413,1.5123,1.4338,1.2216,1.0678,0.81493,0.56591,0.32563,-0.27133,0.079141,-0.16798,-0.38186,-0.45294,-0.45111,-0.33119,-0.16537,0.037088,0.25593,0.49368,-0.044706,0.73481,0.96348,1.1927,1.4259,1.4099,1.3633,1.3783,1.4174,1.3611,1.3739,0.2283,1.4615,1.3927,1.1692,0.91921,0.68907,0.43586,0.2251,-0.018581,-0.2162,-0.37117,0.47777,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,0.71924,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,0.99648,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,-1.0747,1.1805,1.3338,0.0
-0.4888,-0.42679,1.37,1.3683,1.4006,1.3727,1.2081,1.0524,0.8199,0.59015,0.32378,0.081635,-0.2283,-0.19282,-0.36576,-0.51053,-0.48446,-0.34768,-0.13795,0.061602,0.29455,0.55525,0.80811,0.012427,1.0436,1.2879,1.4974,1.4817,1.2895,1.2605,1.3175,1.3289,1.3134,1.2728,0.2633,1.3558,1.4886,1.3027,1.0512,0.82904,0.5648,0.26356,0.004601,-0.23836,-0.42517,0.50764,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,0.7499,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,0.91592,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,-1.0798,1.1702,1.3593,1.0
-0.80766,-0.80135,1.3906,1.4088,1.4394,1.5518,1.453,1.2858,1.09,0.75275,0.39319,0.093233,-0.69561,-0.24123,-0.49721,-0.72477,-0.84339,-0.73555,-0.52947,-0.28623,-0.039694,0.22912,0.52443,-0.3928,0.8246,1.134,1.4287,1.5599,1.5433,1.3239,1.2912,1.4103,1.4224,1.4834,-0.045571,1.6012,1.5755,1.3172,0.98086,0.63432,0.29484,-0.000685,-0.31669,-0.59012,-0.72394,0.26809,-0.40841,-0.49937,-0.66125,-0.84559,-1.0261,-1.26,-1.4065,-1.4213,-1.3673,-1.2109,0.48704,-0.94506,-0.7729,-0.57775,-0.36904,-0.23557,-0.41443,-0.54783,-0.74724,-0.94527,-1.1624,0.84981,-1.2148,-1.1366,-1.2473,-1.2808,-1.3046,-1.1272,-1.0262,-0.8798,-0.68317,-0.55107,1.1699,1.3352,0.0
-0.37044,-0.28575,1.3989,1.4567,1.4783,1.433,1.336,1.0582,0.85842,0.61445,0.38958,0.12986,-0.091848,-0.030294,-0.22868,-0.32323,-0.25046,-0.14972,0.028526,0.24224,0.38227,0.57919,0.82522,0.089403,0.94289,0.98168,0.90975,0.88908,1.0993,1.3162,1.3724,1.4238,1.4784,1.4265,0.34941,1.3858,1.163,1.1758,1.0586,0.81763,0.56245,0.30499,0.060592,-0.13101,-0.28185,0.58653,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,0.80922,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,0.97803,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,-1.1258,1.1881,1.3365,1.0
-0.68418,-0.60994,1.3884,1.3745,1.3724,1.4818,1.454,1.2891,1.0957,0.85542,0.58761,0.26376,-0.43249,-0.010415,-0.27322,-0.5051,-0.66225,-0.60523,-0.46661,-0.29096,-0.069339,0.19142,0.45174,-0.19407,0.74642,1.0356,1.2613,1.4306,1.3944,1.3966,1.3315,1.3422,1.4132,1.5395,0.09219,1.5261,1.478,1.2249,0.94439,0.66583,0.34821,0.067342,-0.21195,-0.40266,-0.56517,0.38713,-0.56593,-0.49059,-0.60226,-0.73842,-0.87293,-1.0009,-1.1602,-1.3389,-1.4634,-1.3892,0.69919,-1.2167,-1.0961,-0.9496,-0.81221,-0.66584,-0.6156,-0.63095,-0.76999,-0.90646,-1.0425,0.9464,-1.2058,-1.367,-1.4457,-1.4395,-1.3065,-1.1781,-1.0429,-0.96927,-0.78883,-0.66363,1.2306,1.4121,1.0
-0.44126,-0.39915,1.3716,1.3588,1.415,1.4696,1.4147,1.2904,1.1165,0.86248,0.60895,0.36466,-0.24504,0.12054,-0.065876,-0.3213,-0.44165,-0.46117,-0.34822,-0.20983,-0.008814,0.22146,0.4606,-0.035219,0.69909,0.92818,1.174,1.3554,1.4573,1.3858,1.33,1.3291,1.3249,1.3157,0.21893,1.3864,1.4041,1.2646,1.0274,0.79185,0.54287,0.29134,0.045455,-0.17831,-0.3501,0.46789,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,0.71104,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,0.95137,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,1.1794,1.3769,0.0
-0.48663,-0.49598,1.342,1.373,1.3433,1.2958,1.2202,0.94767,0.6718,0.41097,0.11737,-0.1923,-0.31706,-0.38098,-0.5577,-0.65739,-0.46606,-0.31028,-0.071119,0.15247,0.39397,0.64894,0.87532,-0.075884,1.1472,1.2496,1.2272,1.2562,1.3101,1.379,1.3912,1.376,1.3552,1.471,0.19297,1.4655,1.3661,1.3731,1.0656,0.86314,0.55263,0.28419,0.026746,-0.18442,-0.39454,0.53041,-0.76767,-0.80758,-0.88987,-0.93445,-1.0668,-1.1947,-1.2741,-1.3637,-1.3536,-1.2553,0.8504,-1.1319,-1.0298,-0.90041,-0.82298,-0.73968,-0.74513,-0.83516,-0.97225,-1.0565,-1.1317,1.0623,-1.1914,-1.2898,-1.3284,-1.2759,-1.1799,-1.1327,-1.1099,-1.0337,-0.94906,-0.81198,1.2302,1.3476,0.0
-0.47143,-0.45194,1.4453,1.4317,1.4286,1.4859,1.5017,1.4088,1.1333,0.91677,0.68576,0.44784,-0.26081,0.21057,-0.043014,-0.19839,-0.38005,-0.41682,-0.35914,-0.20281,0.009834,0.22706,0.44971,-0.083399,0.70865,0.96377,1.1946,1.348,1.3662,1.2941,1.3177,1.3804,1.3979,1.3638,0.17079,1.3592,1.3575,1.1695,0.9314,0.69385,0.44543,0.20303,-0.029242,-0.24298,-0.38923,0.46082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,0.71244,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,0.94173,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,1.1118,1.3136,0.0
-0.56902,-0.54571,1.5174,1.4481,1.4542,1.548,1.6498,1.476,1.3145,1.0249,0.74701,0.45886,-0.43879,0.17162,-0.10663,-0.35651,-0.4965,-0.57055,-0.50716,-0.3545,-0.14833,0.089224,0.35408,-0.18834,0.62452,0.88673,1.0174,1.179,1.1172,1.2469,1.3694,1.4381,1.4154,1.3604,0.10144,1.3799,1.4812,1.2622,1.0511,0.76672,0.47758,0.19595,-0.076887,-0.31416,-0.50356,0.38288,-0.66269,-0.69019,-0.76904,-0.8291,-0.90788,-0.97026,-1.0652,-1.1064,-1.1819,-1.2516,0.66758,-1.2624,-1.2499,-1.1836,-1.1068,-1.0197,-0.99384,-1.0571,-1.1353,-1.192,-1.2068,0.91524,-1.2049,-1.244,-1.2012,-1.1219,-1.0619,-0.984,-0.91613,-0.83825,-0.77787,-0.6882,1.107,1.3587,1.0
-0.63684,-0.61418,1.4807,1.5008,1.5389,1.5287,1.4606,1.2501,0.92328,0.71919,0.44173,0.10821,-0.41604,-0.13236,-0.17568,-0.28803,-0.51219,-0.67302,-0.54008,-0.40065,-0.25667,-0.00353,0.2648,-0.20761,0.56968,0.91403,1.1901,1.4351,1.4753,1.449,1.4163,1.3947,1.3785,1.4122,0.095368,1.4769,1.5016,1.3505,1.0719,0.76995,0.44937,0.16729,-0.11768,-0.37068,-0.58139,0.36668,-0.49184,-0.60463,-0.71338,-0.82457,-0.99057,-1.179,-1.3246,-1.4646,-1.4687,-1.3274,0.64707,-1.1567,-0.96866,-0.80616,-0.64197,-0.53882,-0.49917,-0.58309,-0.77164,-0.90034,-1.0711,0.87143,-1.1398,-1.2559,-1.3634,-1.3832,-1.3523,-1.2316,-1.1122,-0.91155,-0.74229,-0.57018,1.2627,1.4332,0.0
-0.48535,-0.41463,1.4361,1.4249,1.4081,1.4249,1.4019,1.2281,1.0357,0.77291,0.55845,0.30505,-0.28902,0.031427,-0.2402,-0.45473,-0.51216,-0.467,-0.30955,-0.11566,0.1164,0.3456,0.59661,-0.049146,0.83555,1.0695,1.3024,1.4408,1.3387,1.3491,1.367,1.41,1.3876,1.353,0.20696,1.3978,1.4197,1.2194,0.99516,0.76031,0.51787,0.2608,0.000437,-0.21963,-0.41374,0.44896,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,0.68304,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,0.92553,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,-1.0739,1.1027,1.3079,0.0
-0.49901,-0.41825,1.4553,1.4077,1.4209,1.4894,1.4161,1.2251,1.0176,0.79104,0.56587,0.32026,-0.28037,0.065941,-0.097534,-0.34168,-0.42827,-0.45717,-0.32616,-0.1702,0.044604,0.27521,0.52064,-0.025096,0.76083,0.99533,1.2229,1.4022,1.3843,1.3135,1.3495,1.3875,1.3702,1.3565,0.25488,1.3306,1.3811,1.2333,0.98006,0.73654,0.48709,0.24707,-0.011973,-0.23175,-0.40774,0.52184,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,0.75691,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,0.99891,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,-1.0791,1.1642,1.4174,0.0
-0.79194,-0.70907,1.4792,1.4315,1.4907,1.5195,1.5336,1.4066,1.1613,0.85718,0.56923,0.24164,-0.51204,-0.037748,-0.34536,-0.6112,-0.83844,-0.76844,-0.64706,-0.4368,-0.20411,0.021305,0.31019,-0.25315,0.60441,0.87425,1.1844,1.3972,1.4696,1.4041,1.3452,1.33,1.3844,1.4735,-0.005523,1.4964,1.5615,1.3535,1.0586,0.71998,0.36722,0.091618,-0.19929,-0.44157,-0.6702,0.30375,-0.31215,-0.37115,-0.48391,-0.5879,-0.74332,-0.95047,-1.1571,-1.2977,-1.3241,-1.3343,0.6164,-1.2993,-1.1644,-1.0014,-0.81685,-0.68806,-0.60949,-0.71935,-0.82894,-0.98218,-1.1884,0.83403,-1.3255,-1.4098,-1.3799,-1.2774,-1.1372,-1.0413,-0.85219,-0.71893,-0.60534,-0.46539,1.1752,1.4782,0.0
-0.59337,-0.52621,1.3443,1.3237,1.3442,1.3584,1.3369,1.1752,0.94154,0.6941,0.5355,0.25711,-0.36391,-0.030595,-0.31466,-0.4899,-0.61674,-0.55217,-0.42463,-0.23092,0.013059,0.28065,0.55464,-0.13651,0.84021,1.1424,1.4549,1.5062,1.4239,1.3466,1.3492,1.3132,1.3583,1.3743,0.13143,1.497,1.6066,1.4439,1.1331,0.81352,0.50392,0.21279,-0.066203,-0.30833,-0.51561,0.41759,-0.63234,-0.63062,-0.72167,-0.85047,-0.95135,-1.1483,-1.301,-1.3908,-1.4529,-1.3714,0.58853,-1.2203,-1.0823,-0.9241,-0.74833,-0.69296,-0.76288,-0.69894,-0.80097,-0.93015,-1.1008,0.87784,-1.1757,-1.302,-1.3092,-1.3468,-1.275,-1.2022,-1.0694,-0.99419,-0.8653,-0.73518,1.0899,1.2728,1.0
-0.5542,-0.48828,1.33,1.303,1.35,1.299,1.1991,1.0404,0.79284,0.48943,0.15922,-0.12197,-0.37222,-0.38814,-0.57991,-0.6817,-0.58823,-0.38341,-0.17047,0.054664,0.32747,0.61401,0.88332,-0.12499,1.1844,1.4721,1.4911,1.4606,1.3139,1.3587,1.2431,1.2781,1.3773,1.4837,0.16997,1.5525,1.5729,1.3462,1.0383,0.73481,0.4314,0.16879,-0.092419,-0.32369,-0.49807,0.40638,-0.61878,-0.74358,-0.83091,-0.94104,-1.0619,-1.2355,-1.3146,-1.4423,-1.4262,-1.3069,0.6353,-1.1925,-1.0498,-0.89403,-0.73201,-0.61471,-0.52388,-0.65049,-0.77275,-0.92534,-1.0419,0.91142,-1.137,-1.2493,-1.3004,-1.3301,-1.3371,-1.2356,-1.1324,-0.98724,-0.79955,-0.67751,1.1485,1.251,0.0
-0.36303,-0.37012,1.359,1.353,1.4168,1.4894,1.4178,1.2294,1.0222,0.81216,0.58727,0.3433,-0.28061,0.091486,-0.17168,-0.39478,-0.43349,-0.38372,-0.26573,-0.098743,0.10893,0.34198,0.54954,-0.06469,0.81454,1.0484,1.2744,1.4386,1.4714,1.2866,1.2661,1.3076,1.3344,1.3144,0.19064,1.2789,1.3546,1.2597,1.0057,0.75321,0.5291,0.27091,0.056657,-0.15538,-0.325,0.4395,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,0.6912,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,0.9758,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,-1.092,1.1687,1.4135,0.0
-0.82644,-0.7407,1.4263,1.3587,1.402,1.55,1.5742,1.4639,1.227,0.95543,0.67568,0.36389,-0.66045,0.031879,-0.29519,-0.50664,-0.74877,-0.8874,-0.68503,-0.5516,-0.34652,-0.049489,0.23192,-0.36361,0.57646,0.8886,1.2526,1.3953,1.4996,1.2798,1.1991,1.2947,1.2962,1.2773,-0.075379,1.3976,1.469,1.409,1.0796,0.74273,0.38965,0.06169,-0.25221,-0.52625,-0.76082,0.25102,-0.43917,-0.45461,-0.63689,-0.84557,-1.1281,-1.369,-1.5692,-1.603,-1.414,-1.1905,0.60215,-0.9899,-0.73968,-0.54729,-0.31735,-0.097825,0.056939,-0.12974,-0.41265,-0.62974,-0.787,0.82027,-0.97967,-1.2158,-1.3184,-1.3996,-1.4049,-1.3988,-1.3181,-1.0938,-0.81556,-0.5985,1.208,1.4132,0.0
