@relation Plane

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute target {1,2,3,4,5,6,7}

@data
2.5833,2.329,2.0775,1.8262,1.5757,1.3254,1.092,0.93391,0.76162,0.60789,0.42148,0.17802,0.051647,0.009004,0.029621,-0.064119,-0.27642,-0.5205,-0.77141,-0.96607,-1.1685,-1.3709,-1.517,-1.625,-1.6794,-1.6754,-1.5727,-1.3994,-1.1664,-1.2135,-1.2826,-1.3451,-1.3562,-1.1959,-0.98749,-0.81054,-0.62364,-0.4851,-0.56661,-0.33344,-0.063301,0.13611,0.094318,0.30238,0.42447,0.52853,0.63532,0.75436,0.88465,0.95182,0.74286,0.53331,0.3795,0.54336,0.42622,0.22009,0.009771,-0.18175,-0.33073,-0.47421,-0.58854,-0.68461,-0.77138,-0.56532,-0.43093,-0.1993,0.039844,0.27458,0.31281,0.47353,0.70098,0.95183,1.2024,1.4555,1.6898,1.4692,1.2204,0.9688,0.71785,0.46712,0.32971,0.16378,-0.069449,-0.30702,-0.47329,-0.68946,-0.75192,-0.66863,-0.56568,-0.4451,-0.30892,-0.14497,0.087383,0.27978,0.27256,0.2965,0.47425,0.67093,0.76105,0.64309,0.51743,0.42472,0.32519,0.19652,0.031681,-0.011967,-0.23679,-0.48269,-0.60439,-0.5854,-0.73698,-0.90958,-1.124,-1.2948,-1.3755,-1.3045,-1.2371,-1.173,-1.3848,-1.5893,-1.5924,-1.5443,-1.4489,-1.3123,-1.128,-0.88899,-0.60887,-0.36938,-0.13854,0.036187,0.043241,0.069548,0.32639,0.49477,0.65305,0.8269,1.0261,1.2082,1.4507,1.697,1.9435,2.1888,2.433,2.5844,2
2.5395,2.2832,2.0301,1.7792,1.5275,1.2779,1.0291,0.77984,0.53101,0.28228,0.033426,-0.13901,-0.096691,-0.30983,-0.5377,-0.74889,-0.9513,-1.1379,-1.293,-1.4294,-1.5342,-1.5553,-1.3765,-1.1875,-0.97983,-0.76847,-0.5382,-0.31228,-0.073916,0.16129,0.40243,0.64576,0.89019,1.1371,1.3531,1.4822,1.5281,1.2914,1.0459,0.80081,0.55617,0.3121,0.068737,-0.17376,-0.40929,-0.64875,-0.88627,-1.1212,-1.3526,-1.5789,-1.7979,-2.0086,-1.8342,-1.5373,-1.2172,-0.89689,-0.56091,-0.24039,0.095606,0.40893,0.61251,0.70459,0.59958,0.4317,0.25349,0.10686,-0.026514,-0.16705,-0.074881,0.16074,0.393,0.23416,-0.017699,-0.26713,-0.18056,-0.049825,-0.087392,-0.28019,-0.21209,-0.13232,0.15491,0.43893,0.59706,0.39155,0.36826,0.54222,0.647,0.57583,0.36607,0.12774,-0.16506,-0.45757,-0.74969,-1.0413,-1.3321,-1.5131,-1.6907,-1.6112,-1.3771,-1.1455,-0.91014,-0.67205,-0.43193,-0.19024,0.054201,0.30346,0.54781,0.78648,1.0323,1.2594,1.1977,1.0902,0.84339,0.58447,0.33,0.078257,-0.16902,-0.41006,-0.64817,-0.87293,-1.0878,-1.2751,-1.2344,-1.1622,-1.0784,-0.94898,-0.80402,-0.63901,-0.45978,-0.25909,-0.051398,-0.096048,-0.073692,0.17079,0.41556,0.65864,0.9024,1.151,1.3876,1.6294,1.8753,2.1151,2.3535,2.5415,4
1.3081,1.1158,1.0503,0.99947,0.81157,0.64435,0.50004,0.53353,0.59404,0.64969,0.73062,0.79169,0.73839,0.5549,0.36051,0.17997,0.001705,-0.18277,-0.34492,-0.50388,-0.69819,-0.88749,-1.0752,-1.2549,-1.4363,-1.6049,-1.7623,-1.8597,-1.7288,-1.5593,-1.3824,-1.2007,-1.0158,-0.82864,-0.63553,-0.44978,-0.26588,-0.188,-0.009432,-0.041021,-0.089104,0.084701,0.061958,0.008758,-0.064551,-0.16345,-0.29395,-0.44931,-0.57231,-0.69836,-0.80031,-0.87354,-0.9295,-0.95924,-0.99379,-0.9561,-0.82057,-0.62981,-0.44699,-0.26367,-0.077578,0.10895,0.29946,0.49141,0.68386,0.86528,0.88601,0.97055,1.1688,1.3671,1.5689,1.7692,1.9714,2.1746,2.3815,2.5877,2.4582,2.2727,2.0846,1.8972,1.7066,1.5166,1.3271,1.1337,0.94078,0.89285,0.81226,0.64634,0.46943,0.28721,0.10694,-0.079426,-0.25495,-0.42701,-0.59474,-0.80041,-0.86792,-0.89594,-0.84191,-0.81778,-0.75882,-0.67664,-0.58319,-0.47331,-0.36409,-0.25073,-0.1921,-0.13539,-0.095669,-0.15544,-0.15806,-0.16007,-0.31767,-0.41548,-0.62549,-0.82322,-1.0239,-1.2145,-1.4092,-1.5996,-1.7365,-1.6776,-1.5316,-1.3657,-1.1859,-0.99606,-0.80252,-0.60672,-0.40258,-0.20069,0.024869,0.22406,0.43044,0.61823,0.66764,0.61358,0.55405,0.52225,0.49483,0.57836,0.77501,0.97267,1.1666,1.3066,5
2.857,2.6382,2.4196,2.2017,1.9829,1.765,1.5456,1.3272,1.1078,0.88979,0.67061,0.45152,0.34976,0.36673,0.20481,-0.00864,-0.22114,-0.43248,-0.62097,-0.81262,-1.0072,-1.1963,-1.3523,-1.3895,-1.3721,-1.2149,-1.144,-1.199,-1.1898,-1.0651,-0.87379,-0.66105,-0.44683,-0.2178,0.025391,0.1353,0.21424,0.17637,0.14898,0.078517,-0.14042,-0.35762,-0.56789,-0.77525,-0.9558,-1.1159,-1.2774,-1.3687,-1.2002,-0.99867,-0.72542,-0.54551,-0.25118,0.043953,0.32965,0.55753,0.6934,0.65867,0.52621,0.39605,0.26643,0.15646,0.23629,0.4472,0.66258,0.84041,0.69747,0.47844,0.26109,0.047164,-0.16523,-0.38762,-0.32259,-0.34271,-0.50645,-0.37149,-0.31047,-0.41597,-0.21579,0.009484,0.23551,0.47391,0.70207,0.75149,0.55297,0.35136,0.2966,0.40886,0.53092,0.49988,0.33777,0.062779,-0.2343,-0.53102,-0.70715,-0.98895,-1.1851,-1.3721,-1.2922,-1.1358,-0.97939,-0.80257,-0.60963,-0.40363,-0.189,0.005309,0.06496,0.096473,0.083498,0.00289,-0.18947,-0.40905,-0.62171,-0.81572,-0.97056,-1.1313,-1.1649,-1.1161,-1.1927,-1.3253,-1.339,-1.285,-1.118,-0.93337,-0.74268,-0.55999,-0.37125,-0.16198,0.053609,0.26056,0.36427,0.34249,0.49447,0.71289,0.92966,1.1484,1.3673,1.5848,1.8026,2.0194,2.2367,2.4544,2.6711,2.8571,7
2.5751,2.3314,2.0892,1.848,1.6061,1.365,1.124,0.90766,0.70615,0.52206,0.31897,0.12389,0.044957,0.05249,0.10093,-0.04395,-0.25783,-0.46138,-0.68718,-0.49995,-0.69876,-0.9082,-1.1388,-1.3517,-1.5367,-1.6528,-1.7183,-1.7225,-1.655,-1.5549,-1.4258,-1.2567,-1.0968,-1.1579,-1.211,-1.257,-1.2963,-1.2831,-1.1055,-0.91217,-0.79985,-0.62263,-0.44098,-0.52899,-0.44083,-0.26767,-0.009858,-0.013881,0.119,0.25419,0.37785,0.47405,0.62092,0.75877,0.90609,0.90559,0.66522,0.60275,0.7803,0.69681,0.45108,0.25511,0.077316,-0.05402,-0.20985,-0.33392,-0.44261,-0.51971,-0.30164,-0.25797,-0.17309,0.055856,0.28844,0.418,0.52842,0.5617,0.61293,0.87694,1.1488,1.4251,1.6683,1.4687,1.2322,0.98924,0.73946,0.4827,0.23291,-0.016849,-0.26657,-0.51879,-0.61824,-0.55893,-0.45972,-0.35882,-0.20802,0.010023,0.18206,0.069253,0.061303,0.22891,0.42749,0.52628,0.40395,0.27458,0.15746,0.074655,-0.034798,-0.18128,-0.30667,-0.25138,-0.4681,-0.69216,-0.84279,-0.86761,-1.0096,-1.2259,-1.3687,-1.4413,-1.412,-1.3115,-1.242,-1.46,-1.4406,-1.3457,-1.1806,-0.97179,-0.74073,-0.50782,-0.26608,-0.038082,0.15947,0.19782,0.38564,0.58605,0.75102,0.93242,1.0949,1.3273,1.557,1.7882,2.0204,2.2516,2.4863,2.5764,2
2.845,2.6438,2.4324,2.2159,1.9959,1.7799,1.5604,1.337,1.1136,0.89032,0.66708,0.44393,0.36609,0.36383,0.29622,0.081658,-0.12886,-0.34461,-0.55086,-0.72773,-0.9257,-1.1188,-1.3054,-1.3878,-1.4086,-1.3771,-1.2022,-1.1981,-1.2267,-1.1906,-1.0563,-0.88281,-0.70339,-0.51131,-0.30715,-0.076562,0.084863,0.20987,0.21383,0.17896,0.14263,-0.063836,-0.29399,-0.52711,-0.74965,-0.93974,-1.1066,-1.2724,-1.4127,-1.2388,-1.0512,-0.79754,-0.62353,-0.35775,-0.10032,0.15518,0.40838,0.63191,0.76908,0.69834,0.55172,0.41504,0.28459,0.16555,0.33107,0.54947,0.76933,0.83038,0.62976,0.40815,0.18663,-0.03483,-0.25542,-0.2964,-0.33391,-0.50108,-0.34599,-0.3003,-0.28415,-0.02509,0.1729,0.4254,0.65517,0.82297,0.66145,0.52515,0.33894,0.40544,0.52102,0.56528,0.43204,0.20103,-0.082778,-0.35911,-0.63393,-0.78947,-1.0343,-1.2453,-1.396,-1.2548,-1.089,-0.92114,-0.73634,-0.53236,-0.3258,-0.11721,0.020083,0.063187,0.082186,0.027297,-0.047955,-0.2656,-0.47176,-0.6641,-0.84056,-1.0034,-1.1364,-1.1468,-1.1082,-1.2617,-1.3101,-1.3077,-1.2008,-1.0206,-0.82615,-0.62985,-0.43204,-0.21997,-0.006255,0.20879,0.37315,0.36377,0.38744,0.61029,0.83343,1.0574,1.2805,1.505,1.73,1.9565,2.1838,2.4138,2.6475,2.8415,7
2.4453,2.2531,2.0609,1.8691,1.6764,1.485,1.2932,1.1024,0.90995,0.71865,0.52634,0.33409,0.14189,-0.050228,-0.24265,-0.42871,-0.51828,-0.64067,-0.82516,-1.0067,-1.1396,-1.2584,-1.3537,-1.4222,-1.4712,-1.4751,-1.3876,-1.297,-1.1505,-1.0404,-1.1199,-1.1973,-1.2728,-1.3125,-1.2334,-1.2024,-1.1143,-0.97321,-0.81734,-0.6577,-0.47892,-0.29258,-0.10016,0.097221,0.27008,0.41004,0.55524,0.69126,0.80474,0.73837,0.60446,0.46401,0.34147,0.22297,0.10432,0.004524,-0.10063,-0.19645,-0.26611,-0.33982,-0.38461,-0.39015,-0.20964,-0.025568,0.15992,0.34689,0.53426,0.72436,0.91336,1.0051,1.0206,1.2027,1.3972,1.5161,1.4224,1.2535,1.0638,0.89526,0.69767,0.50861,0.31998,0.13196,-0.055347,-0.24179,-0.42873,-0.42252,-0.37804,-0.32026,-0.25003,-0.16826,-0.07593,0.025992,0.13657,0.25492,0.38022,0.50038,0.60574,0.57561,0.44897,0.30387,0.19282,0.013417,-0.1693,-0.35599,-0.52287,-0.68101,-0.83796,-0.99142,-1.1294,-1.2338,-1.3095,-1.2961,-1.2258,-1.1259,-1.0395,-1.0367,-1.2126,-1.3359,-1.4154,-1.3931,-1.3462,-1.2735,-1.1663,-1.0538,-0.88009,-0.7037,-0.52647,-0.48654,-0.30803,-0.11766,0.073011,0.26165,0.45083,0.64234,0.8322,1.024,1.2144,1.405,1.5954,1.7859,1.9763,2.1672,2.3584,2.4454,1
2.8679,2.6192,2.3591,2.1058,1.8547,1.6082,1.3589,1.1155,0.8694,0.62742,0.45363,0.59091,0.61263,0.53656,0.40196,0.1627,-0.075651,-0.3125,-0.51524,-0.74576,-0.97039,-1.1878,-1.3115,-1.3643,-1.3626,-1.2235,-1.1666,-1.2086,-1.1676,-1.0511,-0.90203,-0.73586,-0.55245,-0.36474,-0.15692,0.039756,0.15256,0.19442,0.17415,0.15115,0.078572,-0.1416,-0.35854,-0.58223,-0.79897,-1.0002,-1.1863,-1.3596,-1.5116,-1.3576,-1.1473,-0.88962,-0.6992,-0.46686,-0.19264,0.071529,0.3463,0.60814,0.75084,0.77298,0.63208,0.49196,0.35929,0.25116,0.23015,0.44903,0.67384,0.82517,0.68493,0.44554,0.19923,-0.016802,-0.2543,-0.45495,-0.31165,-0.33887,-0.5098,-0.35089,-0.30708,-0.26384,-0.031498,0.16449,0.3974,0.61572,0.84786,0.7389,0.51459,0.49691,0.64032,0.6569,0.49195,0.26351,0.010487,-0.24244,-0.49523,-0.71287,-0.91,-1.1245,-1.3371,-1.3743,-1.2045,-1.0212,-0.82758,-0.60057,-0.34449,-0.086764,0.094915,0.13241,0.16126,0.11267,-0.052038,-0.26541,-0.45001,-0.62829,-0.80869,-0.95519,-1.0713,-1.125,-1.0861,-1.0537,-1.2487,-1.2826,-1.2662,-1.1133,-0.92483,-0.73493,-0.5291,-0.38222,-0.14388,0.091672,0.32497,0.48389,0.45714,0.64449,0.88104,1.1193,1.3635,1.597,1.8309,2.0589,2.2874,2.5104,2.717,2.8751,7
2.4498,2.3225,2.1338,1.9435,1.7532,1.5631,1.3752,1.1878,0.99827,0.80637,0.61449,0.42534,0.23362,0.044874,-0.14663,-0.3348,-0.4825,-0.54,-0.71517,-0.90027,-1.0539,-1.1768,-1.285,-1.364,-1.4162,-1.4341,-1.3724,-1.2597,-1.0962,-1.0573,-1.1367,-1.215,-1.2919,-1.3326,-1.2289,-1.195,-1.0856,-0.94608,-0.79957,-0.64679,-0.48278,-0.31202,-0.13685,0.051259,0.22971,0.34977,0.49014,0.6098,0.68644,0.60506,0.47095,0.34247,0.20673,0.091084,-0.016702,-0.11574,-0.22061,-0.29977,-0.38365,-0.43893,-0.48073,-0.38652,-0.19964,-0.013386,0.17512,0.36363,0.55327,0.74398,0.89753,0.99684,1.1898,1.3846,1.5754,1.6594,1.4722,1.2867,1.0996,0.91235,0.74681,0.5553,0.3771,0.18619,0.003081,-0.18304,-0.36386,-0.4992,-0.46418,-0.41485,-0.34418,-0.26239,-0.18417,-0.079291,0.026994,0.14179,0.2642,0.39339,0.50911,0.63533,0.48868,0.37915,0.24264,0.10404,-0.07898,-0.26247,-0.4477,-0.62354,-0.78099,-0.9426,-1.0759,-1.2008,-1.2679,-1.3154,-1.2387,-1.1598,-1.0648,-0.98346,-1.1461,-1.2719,-1.3846,-1.4021,-1.3622,-1.2972,-1.2028,-1.0834,-0.95214,-0.77165,-0.59303,-0.46037,-0.37489,-0.1879,0.002222,0.19339,0.38317,0.57446,0.76482,0.95584,1.1469,1.3381,1.5295,1.7219,1.9138,2.1067,2.2999,2.4485,1
2.557,2.3231,2.0691,1.8155,1.5623,1.3091,1.0924,0.95991,0.77068,0.58643,0.38821,0.22803,0.095186,0.081427,0.091262,-0.090212,-0.33697,-0.5847,-0.8029,-0.98803,-1.2169,-1.3846,-1.5166,-1.6132,-1.6216,-1.539,-1.3738,-1.1189,-1.1516,-1.237,-1.3159,-1.3656,-1.2387,-1.0406,-0.8573,-0.67356,-0.54496,-0.63654,-0.435,-0.18396,0.039637,-0.003794,0.19354,0.31204,0.42272,0.50492,0.64224,0.75118,0.89639,0.8537,0.63887,0.62044,0.44695,0.29429,0.083458,-0.11844,-0.29026,-0.45653,-0.60962,-0.72724,-0.84591,-0.90377,-0.68712,-0.67663,-0.44956,-0.20746,0.033997,0.12054,0.23678,0.49118,0.74583,0.99992,1.256,1.5117,1.7647,1.8801,1.6365,1.3798,1.1276,0.87643,0.64424,0.3898,0.14558,-0.05752,-0.28585,-0.52583,-0.75108,-0.94521,-0.86202,-0.76607,-0.65054,-0.50767,-0.35018,-0.1214,0.074797,0.10531,0.094141,0.28833,0.45111,0.57408,0.45239,0.3421,0.23646,0.1678,0.071446,-0.11437,-0.16058,-0.42215,-0.65454,-0.5881,-0.69029,-0.84757,-1.046,-1.2027,-1.336,-1.3149,-1.2283,-1.1356,-1.2597,-1.4829,-1.4878,-1.4228,-1.3145,-1.1758,-0.96404,-0.71885,-0.46522,-0.22046,0.025567,0.11444,0.10627,0.20492,0.35164,0.47953,0.65691,0.83087,1.0197,1.1923,1.4382,1.6888,1.9354,2.1831,2.4068,2.5581,2
1.2524,1.0608,1.097,0.90764,0.71042,0.51381,0.51637,0.57106,0.62166,0.69369,0.77827,0.84133,0.72705,0.52335,0.29602,0.075113,-0.11923,-0.33853,-0.52908,-0.72378,-0.91713,-1.1078,-1.2961,-1.4787,-1.6548,-1.8216,-1.9121,-1.7742,-1.6045,-1.4107,-1.2136,-1.0229,-0.83019,-0.62883,-0.43405,-0.25402,-0.17595,-0.017473,-0.027359,-0.091733,0.095966,0.092875,0.048309,-0.018056,-0.10145,-0.19481,-0.32307,-0.44506,-0.57714,-0.70226,-0.76952,-0.83453,-0.87148,-0.8989,-0.85671,-0.76802,-0.56672,-0.38602,-0.20966,-0.030834,0.15563,0.33777,0.52636,0.706,0.87292,0.96922,1.0069,1.2009,1.3951,1.5846,1.7746,1.9669,2.1575,2.3449,2.5322,2.4298,2.2312,2.0349,1.8395,1.6448,1.4509,1.2576,1.0644,0.97466,0.94253,0.76605,0.58336,0.39943,0.21718,0.036936,-0.14088,-0.3157,-0.48683,-0.66622,-0.77031,-0.79708,-0.76746,-0.75253,-0.69954,-0.61968,-0.50859,-0.39153,-0.26357,-0.21432,-0.1512,-0.12163,-0.099867,-0.22947,-0.17271,-0.20511,-0.32732,-0.41244,-0.60412,-0.7958,-0.98678,-1.1768,-1.3655,-1.546,-1.7273,-1.7688,-1.6626,-1.534,-1.38,-1.2158,-1.0394,-0.85917,-0.66679,-0.48463,-0.3082,-0.10973,0.08162,0.26069,0.4637,0.63748,0.68516,0.61528,0.57055,0.52201,0.50115,0.68284,0.87574,1.0515,1.2529,1.2555,5
2.6864,2.4803,2.2754,2.0707,1.8665,1.6619,1.4585,1.2544,1.0516,0.84851,0.64729,0.45903,0.28328,0.11881,-0.051978,-0.23302,-0.42137,-0.61535,-0.79943,-0.98042,-1.1577,-1.3412,-1.5065,-1.5745,-1.6266,-1.6166,-1.5894,-1.5091,-1.4184,-1.2788,-1.138,-0.97768,-0.80095,-0.61049,-0.40857,-0.19711,-0.003852,0.087554,0.14487,0.21179,0.27457,0.19994,0.048907,-0.095675,-0.23304,-0.36962,-0.49709,-0.60835,-0.70857,-0.81402,-0.79813,-0.63153,-0.3737,-0.10016,0.16679,0.41378,0.59356,0.7622,0.83507,0.79053,0.75494,0.7106,0.69589,0.68808,0.67537,0.47806,0.27992,0.041393,-0.2059,-0.40108,-0.61118,-0.45935,-0.50975,-0.53519,-0.48528,-0.58196,-0.44865,-0.48321,-0.28739,-0.05746,0.17449,0.37604,0.57572,0.63361,0.64017,0.65715,0.68445,0.72146,0.74985,0.73355,0.54149,0.35215,0.091872,-0.1399,-0.34518,-0.42229,-0.56814,-0.63333,-0.51641,-0.38985,-0.26152,-0.11775,0.027723,0.16146,0.13851,0.093529,0.028573,-0.12197,-0.30175,-0.50421,-0.68574,-0.87173,-1.0431,-1.1743,-1.3079,-1.3962,-1.4797,-1.5143,-1.5377,-1.5139,-1.4733,-1.32,-1.1464,-0.97962,-0.79766,-0.62256,-0.4439,-0.26221,-0.077936,0.08319,0.23699,0.40119,0.57461,0.76927,0.9699,1.171,1.3718,1.5723,1.7742,1.9758,2.1774,2.3796,2.5812,2.6871,6
1.3144,1.1491,1.0547,0.91348,0.75663,0.57641,0.49758,0.54202,0.59754,0.66361,0.73961,0.80921,0.7112,0.51566,0.30479,0.12639,-0.074976,-0.26872,-0.43619,-0.62293,-0.81291,-1.0002,-1.1847,-1.3652,-1.5399,-1.7056,-1.8349,-1.7734,-1.6095,-1.4276,-1.2472,-1.0599,-0.87529,-0.68216,-0.49225,-0.29921,-0.20025,-0.071201,-0.001847,-0.091242,0.057826,0.091043,0.042055,-0.029292,-0.11409,-0.21567,-0.36174,-0.50492,-0.65089,-0.76737,-0.85292,-0.91408,-0.95349,-0.97342,-0.91612,-0.74157,-0.56038,-0.38786,-0.20668,-0.027764,0.1576,0.32389,0.51222,0.69541,0.8667,0.8794,0.96584,1.1611,1.3558,1.5505,1.7451,1.9401,2.1354,2.3315,2.5282,2.5038,2.3123,2.1218,1.9317,1.7398,1.5477,1.356,1.1647,0.97397,0.89127,0.83251,0.66218,0.48123,0.3022,0.11315,-0.061933,-0.24093,-0.40961,-0.58194,-0.77553,-0.86796,-0.89601,-0.85506,-0.819,-0.7601,-0.6701,-0.53871,-0.4338,-0.30308,-0.22581,-0.16699,-0.12766,-0.098665,-0.24085,-0.17938,-0.21291,-0.34703,-0.4563,-0.6437,-0.83635,-1.0277,-1.2172,-1.404,-1.5869,-1.7457,-1.7237,-1.5935,-1.4434,-1.2802,-1.1025,-0.91583,-0.72481,-0.5342,-0.35383,-0.14675,0.048486,0.22622,0.43703,0.62268,0.65191,0.59198,0.54274,0.50468,0.47821,0.56665,0.76157,0.95654,1.1548,1.3154,5
2.568,2.3178,2.0708,1.8243,1.5785,1.3335,1.1272,0.96341,0.8033,0.65286,0.45942,0.21833,0.10189,0.11938,-0.099638,-0.33718,-0.5789,-0.75921,-0.91623,-1.1165,-1.2764,-1.4098,-1.4776,-1.5195,-1.4608,-1.2786,-1.0501,-1.0876,-1.1817,-1.2503,-1.2909,-1.1272,-0.96257,-0.78122,-0.60739,-0.49034,-0.58088,-0.33098,-0.090058,0.016634,0.16757,0.28435,0.37403,0.43781,0.55479,0.66458,0.76775,0.57367,0.34107,0.25126,0.32295,0.15782,-0.053456,-0.2572,-0.42005,-0.56643,-0.70027,-0.81723,-0.91486,-0.81258,-0.6986,-0.49443,-0.25662,-0.030489,0.10678,0.17193,0.41365,0.65784,0.90125,1.1463,1.3674,1.6116,1.8558,1.8946,1.7036,1.4582,1.2131,0.96999,0.72499,0.4807,0.23725,0.086817,-0.13785,-0.36552,-0.60561,-0.8143,-0.95227,-0.87845,-0.78302,-0.6509,-0.5203,-0.37509,-0.13351,0.059687,0.10988,0.082371,0.29274,0.51945,0.46174,0.36897,0.27411,0.18421,0.088622,-0.031333,-0.1547,-0.21738,-0.44339,-0.65666,-0.62199,-0.63974,-0.76408,-0.94316,-1.1452,-1.2804,-1.33,-1.2674,-1.1598,-1.099,-1.3105,-1.5074,-1.4876,-1.4267,-1.3177,-1.1809,-1.0088,-0.7761,-0.53134,-0.29156,-0.056712,0.1266,0.11456,0.13518,0.35573,0.55353,0.70503,0.87803,1.07,1.2288,1.4643,1.7064,1.9433,2.1814,2.4213,2.5696,2
2.4839,2.2763,2.0675,1.9219,1.7188,1.5084,1.3007,1.0903,0.88273,0.6723,0.46338,0.25452,0.045738,-0.15619,-0.20899,-0.39491,-0.59416,-0.79717,-0.9746,-1.1282,-1.2471,-1.3508,-1.4283,-1.4765,-1.4546,-1.3188,-1.12,-1.1041,-1.2081,-1.2945,-1.3932,-1.4104,-1.3337,-1.2435,-1.1146,-0.96654,-0.80249,-0.64442,-0.45725,-0.25953,-0.054255,0.14352,0.33845,0.50235,0.6306,0.80258,0.925,1.0186,0.94161,0.7864,0.63607,0.49115,0.33763,0.2048,0.079393,-0.039022,-0.1631,-0.26188,-0.36819,-0.4448,-0.51553,-0.57886,-0.60417,-0.44013,-0.2416,-0.044281,0.15795,0.3614,0.5659,0.77289,0.98021,1.1632,1.2201,1.2448,1.2577,1.1138,0.9495,0.74304,0.53938,0.3352,0.1324,-0.074559,-0.27856,-0.47649,-0.57309,-0.5212,-0.4557,-0.36156,-0.27103,-0.18635,-0.074928,0.060174,0.18753,0.31069,0.45322,0.59746,0.75049,0.8775,0.86053,0.72897,0.56517,0.41736,0.27296,0.061689,-0.12986,-0.31681,-0.49146,-0.67634,-0.82939,-0.96979,-1.1316,-1.2544,-1.3336,-1.4073,-1.3468,-1.2444,-1.1451,-1.0711,-1.2579,-1.4085,-1.4386,-1.3845,-1.3069,-1.2137,-1.0971,-0.96014,-0.77578,-0.5817,-0.38549,-0.20527,-0.11699,0.090279,0.29779,0.50551,0.71339,0.91586,1.1204,1.3263,1.5322,1.7399,1.9457,2.154,2.3612,2.4839,1
