@relation DistalPhalanxOutlineCorrect
@attribute att0 real
@attribute att1 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att2 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att3 real
@attribute att30 real
@attribute att31 real
@attribute att32 real
@attribute att33 real
@attribute att34 real
@attribute att35 real
@attribute att36 real
@attribute att37 real
@attribute att38 real
@attribute att39 real
@attribute att4 real
@attribute att40 real
@attribute att41 real
@attribute att42 real
@attribute att43 real
@attribute att44 real
@attribute att45 real
@attribute att46 real
@attribute att47 real
@attribute att48 real
@attribute att49 real
@attribute att5 real
@attribute att50 real
@attribute att51 real
@attribute att52 real
@attribute att53 real
@attribute att54 real
@attribute att55 real
@attribute att56 real
@attribute att57 real
@attribute att58 real
@attribute att59 real
@attribute att6 real
@attribute att60 real
@attribute att61 real
@attribute att62 real
@attribute att63 real
@attribute att64 real
@attribute att65 real
@attribute att66 real
@attribute att67 real
@attribute att68 real
@attribute att69 real
@attribute att7 real
@attribute att70 real
@attribute att71 real
@attribute att72 real
@attribute att73 real
@attribute att74 real
@attribute att75 real
@attribute att76 real
@attribute att77 real
@attribute att78 real
@attribute att79 real
@attribute att8 real
@attribute att9 real
@attribute class real
@data
-0.57891,-0.42312,1.2772,1.2928,1.1953,1.1721,1.0591,0.85013,0.72778,0.58075,0.44465,0.29408,-0.26221,-0.00623,-0.10119,-0.39357,-0.47711,-0.51603,-0.39555,-0.17176,0.009387,0.29005,0.56105,-0.11698,0.8834,1.1766,1.5195,1.5036,1.4006,1.2854,1.2673,1.3073,1.314,1.4228,0.18837,1.5635,1.6948,1.661,1.3653,1.1206,0.68628,0.34201,0.029687,-0.27536,-0.46149,0.44795,-1.0313,-0.94012,-1.0094,-1.2156,-1.2178,-1.2691,-1.2745,-1.1269,-0.99754,-0.94132,0.77661,-1.0261,-1.1968,-1.246,-1.0956,-1.116,-0.92036,-0.73159,-0.58486,-0.62264,-0.76396,0.91337,-0.95141,-1.068,-1.2344,-1.3355,-1.2826,-1.1712,-1.0951,-0.98229,-1.1126,-1.0914,1.0463,1.1609,1.0
-0.95411,-0.8366,1.0708,1.322,1.3666,1.4734,1.4785,1.3579,1.3483,1.277,1.049,0.84653,-0.96351,0.67515,0.3405,0.17229,-0.10849,-0.45637,-0.83576,-1.0378,-0.93688,-0.71958,-0.43085,-0.61708,-0.063743,0.28969,0.6483,1.0103,1.3746,1.366,1.3532,1.3806,1.3806,1.3621,-0.24891,1.4129,1.5189,1.4999,1.3811,1.047,0.62528,0.30809,-0.1036,-0.5069,-0.81042,0.006911,0.011247,0.15984,-0.004985,-0.3935,-0.72075,-0.92048,-1.2939,-1.5174,-1.614,-1.6184,0.35784,-1.4143,-1.1255,-0.85989,-0.54854,-0.17581,0.0073,-0.12684,-0.40773,-0.62553,-0.95078,0.51961,-1.1963,-1.3517,-1.5576,-1.5371,-1.457,-1.2062,-0.94183,-0.74399,-0.44586,-0.1891,0.78271,0.99362,0.0
-0.42956,-0.39657,1.3172,1.3937,1.3431,1.2275,1.0991,0.91847,0.7621,0.53552,0.49853,0.34908,-0.18797,0.13479,-0.17567,-0.42415,-0.48508,-0.40281,-0.18855,0.024363,0.25814,0.51781,0.76101,0.04536,1.0267,1.2686,1.4049,1.443,1.2879,1.3289,1.343,1.3964,1.4043,1.4161,0.21734,1.4318,1.4526,1.3141,1.1445,0.89908,0.65479,0.38275,0.087526,-0.16807,-0.35331,0.34936,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,0.60533,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,0.84411,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,-1.0993,1.1132,1.1878,0.0
-1.0125,-0.99552,1.4255,1.4819,1.5153,1.3486,1.2779,1.1004,0.87271,0.61979,0.35355,0.20087,-0.74408,-0.076214,-0.40455,-0.73804,-0.97525,-1.1093,-0.98094,-0.69017,-0.45094,-0.093751,0.26539,-0.5103,0.62862,0.99452,1.34,1.5191,1.6443,1.4609,1.3691,1.399,1.4127,1.4853,-0.17225,1.5409,1.5636,1.4101,1.0259,0.68064,0.32043,-0.034802,-0.38334,-0.69455,-0.90155,0.17652,0.13185,-0.039364,-0.25051,-0.51066,-0.77015,-1.1407,-1.4612,-1.6748,-1.6437,-1.3877,0.46534,-1.2023,-0.91518,-0.5619,-0.16609,0.027405,0.060878,0.006018,-0.27397,-0.61137,-0.9355,0.71239,-1.2086,-1.3856,-1.4301,-1.4967,-1.3279,-1.1068,-0.82347,-0.58311,-0.23801,0.032855,0.9848,1.2583,0.0
-0.75529,-0.6886,1.1987,1.4004,1.2911,1.1327,1.0124,0.80826,0.54531,0.23975,-0.016583,-0.40861,-0.72782,-0.48614,-0.82571,-0.92988,-0.79484,-0.64326,-0.38801,-0.12539,0.21898,0.51106,0.87313,-0.39694,1.223,1.4028,1.5681,1.5782,1.4716,1.3139,1.3294,1.2943,1.4051,1.5444,-0.10859,1.6858,1.6288,1.6381,1.244,0.9246,0.56012,0.18845,-0.10536,-0.42689,-0.657,0.24686,-0.41291,-0.25678,-0.41357,-0.6469,-0.86708,-1.1752,-1.3352,-1.5566,-1.5776,-1.3594,0.64336,-1.105,-0.84722,-0.58791,-0.43666,-0.43285,-0.21317,-0.38635,-0.71732,-0.96173,-1.0927,0.96712,-1.2866,-1.3012,-1.1265,-1.1025,-1.1638,-1.1393,-1.1523,-0.98763,-0.78632,-0.56449,1.1798,1.2084,1.0
-0.48242,-0.43184,1.3035,1.4019,1.408,1.3133,1.1667,0.99614,0.7577,0.57208,0.31739,0.038459,-0.23249,-0.23338,-0.44954,-0.50596,-0.40097,-0.22786,-0.002298,0.21055,0.44596,0.67724,0.91272,-0.056093,1.154,1.3587,1.4097,1.4074,1.4135,1.3411,1.3608,1.377,1.356,1.3704,0.16559,1.4096,1.4023,1.2409,1.0255,0.7889,0.55241,0.29476,0.076458,-0.17137,-0.38524,0.42048,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,0.66811,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,0.85442,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,-1.0876,1.0497,1.1888,0.0
-0.82416,-0.86523,1.6562,2.065,2.1834,1.8185,1.4267,1.1823,1.1264,0.94389,0.60009,0.35268,-1.1197,-0.098578,-0.29983,-0.46999,-0.60077,-0.48634,-0.28229,-0.41188,-0.72976,-0.87848,-0.51445,-1.0374,-0.20982,0.23595,0.63797,0.90462,1.2257,1.0446,1.0799,1.0759,1.1785,1.3392,-0.56848,1.4728,1.6088,1.4357,1.2131,0.79038,0.4394,0.029114,-0.2799,-0.57785,-0.84051,-0.25338,0.20256,0.12192,-0.25518,-0.52073,-0.89703,-1.3396,-1.6272,-1.7063,-1.481,-1.3224,0.22758,-0.87789,-0.50089,-0.11602,0.14245,0.32487,0.22529,-0.06658,-0.35077,-0.59579,-0.83762,0.69658,-1.1834,-1.3937,-1.4155,-1.5173,-1.4245,-1.2549,-0.80372,-0.54674,-0.27272,0.00549,1.0778,1.5648,1.0
-0.88674,-0.96253,1.4346,1.4814,1.4494,1.3363,1.1191,0.92788,0.68973,0.39939,0.10645,-0.11457,-0.73898,-0.31052,-0.55414,-0.73827,-0.95341,-0.9201,-0.87303,-0.63447,-0.30764,0.039782,0.3619,-0.45287,0.72327,1.1102,1.4775,1.6933,1.5678,1.5195,1.4671,1.5095,1.5942,1.6097,-0.12175,1.8203,1.7699,1.3665,0.99578,0.67649,0.33748,-0.043896,-0.40738,-0.6543,-0.86632,0.15088,-0.036776,-0.16935,-0.40062,-0.62005,-0.76469,-0.98742,-1.2236,-1.4777,-1.4964,-1.3608,0.45894,-1.1531,-0.97812,-0.75557,-0.50495,-0.30905,-0.16147,-0.16982,-0.27051,-0.54997,-0.89256,0.77994,-1.1471,-1.3583,-1.4472,-1.4238,-1.272,-1.0252,-0.82695,-0.59122,-0.31611,-0.12187,1.0462,1.333,0.0
-0.4534,-0.38162,1.4523,1.3921,1.3998,1.2674,1.0774,0.86427,0.59296,0.28561,0.082392,-0.16729,-0.1722,-0.34655,-0.45636,-0.44379,-0.29762,-0.10751,0.10698,0.34539,0.59303,0.8388,0.96492,0.076285,0.90407,0.87831,0.98403,1.1944,1.3799,1.3321,1.3558,1.4084,1.3935,1.3835,0.33412,1.4746,1.5006,1.3758,1.08,0.82634,0.55978,0.32707,0.065392,-0.19427,-0.366,0.60518,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,0.78201,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,1.0662,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,-1.0948,1.307,1.3729,1.0
-0.903,-0.81446,1.2912,1.2502,1.3641,1.2126,1.1049,0.87184,0.74021,0.56172,0.3471,0.068854,-0.63089,-0.31127,-0.51461,-0.73932,-0.91935,-0.99957,-0.7601,-0.43835,-0.090869,0.1813,0.54135,-0.28441,0.90459,1.2795,1.5051,1.5359,1.3774,1.345,1.3017,1.317,1.485,1.6096,-0.04902,1.6076,1.6429,1.4403,1.0762,0.73206,0.37077,0.003277,-0.34149,-0.68201,-0.90937,0.21648,-0.018976,0.10262,0.017561,-0.38606,-0.78389,-1.0894,-1.3745,-1.678,-1.6507,-1.6003,0.60203,-1.2994,-0.9367,-0.64105,-0.32225,-0.035916,0.048313,-0.088921,-0.32184,-0.60221,-0.90288,0.85242,-1.1641,-1.3796,-1.5499,-1.6474,-1.4958,-1.2182,-1.0081,-0.78288,-0.52577,-0.24339,0.97348,1.2541,0.0
-0.798,-0.74486,1.3836,1.4657,1.4304,1.3622,1.2522,1.0857,0.87454,0.66477,0.47831,0.32119,-0.53242,0.00464,-0.33992,-0.6213,-0.66209,-0.7636,-0.71081,-0.46362,-0.19256,0.10637,0.41091,-0.3197,0.78868,1.0995,1.411,1.5526,1.5455,1.4549,1.4315,1.4469,1.4313,1.4805,-0.022809,1.4912,1.6312,1.5294,1.1869,0.81248,0.45823,0.14863,-0.16736,-0.50764,-0.71986,0.279,-0.51431,-0.65472,-0.69333,-0.71804,-0.97379,-1.1101,-1.2959,-1.3731,-1.3461,-1.2915,0.61064,-1.0884,-0.91496,-0.75721,-0.58044,-0.47254,-0.48651,-0.6286,-0.75988,-0.9547,-1.134,0.93161,-1.2258,-1.3348,-1.3638,-1.3523,-1.2534,-1.053,-0.9097,-0.78185,-0.67374,-0.569,1.0287,1.2409,0.0
-0.67554,-0.53698,1.0177,0.99743,0.90047,0.73051,0.6006,0.51717,0.40068,0.018493,-0.15913,-0.2399,-0.42765,-0.35646,-0.61096,-0.78641,-0.72727,-0.48124,-0.15678,0.14556,0.50265,0.85869,1.227,-0.069451,1.5858,1.6168,1.3436,1.1314,1.2074,1.0068,1.0306,1.2842,1.5867,1.6543,0.18659,1.7556,1.8643,1.8703,1.4482,1.0304,0.64387,0.23665,-0.11858,-0.47277,-0.64433,0.4885,-0.1658,-0.36394,-0.55453,-0.80026,-0.97967,-1.2114,-1.4209,-1.5687,-1.6188,-1.4304,0.65431,-1.2421,-0.9657,-0.71293,-0.41956,-0.19503,-0.27797,-0.41474,-0.60484,-0.85007,-1.0896,0.77903,-1.317,-1.5121,-1.6695,-1.5928,-1.3941,-1.1409,-0.89179,-0.72084,-0.56424,-0.33823,1.0276,1.1418,1.0
-0.24147,-0.13367,1.1639,1.2127,1.2299,1.2022,1.1251,0.98884,0.8757,0.77487,0.60707,0.4108,0.016195,0.27625,0.13903,-0.02148,-0.14248,-0.23979,-0.21528,-0.055726,0.16705,0.37285,0.61999,0.20453,0.87271,1.0978,1.2437,1.3567,1.2941,1.2404,1.2213,1.2908,1.2906,1.4077,0.40132,1.3938,1.4983,1.4588,1.2369,0.92964,0.64399,0.37991,0.083771,-0.1186,-0.29521,0.60009,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,0.72185,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,0.81378,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,-1.1487,0.9581,1.1024,1.0
-0.85113,-0.70815,1.4468,1.7039,1.7115,1.5816,1.4903,1.4081,1.0845,0.7431,0.45486,0.11322,-0.44875,-0.11804,-0.36048,-0.39421,-0.5254,-0.52487,-0.3132,-0.071977,0.27036,0.56987,0.92759,-0.34204,1.1944,1.1821,0.92786,0.88276,0.96745,0.83224,0.92724,1.1471,1.3974,1.541,-0.37254,1.8446,1.8165,1.499,1.0985,0.77622,0.40198,0.043738,-0.25403,-0.54882,-0.74005,0.082717,-0.18568,-0.36896,-0.54139,-0.79415,-0.84274,-1.0564,-1.1624,-1.4131,-1.5337,-1.4834,0.45154,-1.2716,-1.0816,-0.78969,-0.5545,-0.55546,-0.41222,-0.50862,-0.76767,-0.93145,-1.1672,0.65063,-1.2958,-1.4536,-1.4777,-1.5161,-1.3537,-1.1588,-0.97445,-0.84099,-0.60668,-0.34824,0.75848,1.0927,1.0
-0.75221,-0.71226,1.2324,1.3061,1.2947,1.1497,0.98942,0.84818,0.69873,0.50668,0.15782,-0.10163,-0.4537,-0.36816,-0.66128,-0.83666,-0.80513,-0.59195,-0.30724,-0.037056,0.30352,0.61555,0.94353,-0.14137,1.2469,1.575,1.7495,1.6621,1.4002,1.2916,1.2969,1.2573,1.3513,1.3017,0.15748,1.3925,1.5653,1.5638,1.2449,0.90552,0.58709,0.23359,-0.10024,-0.43707,-0.69223,0.49548,-0.71151,-0.58542,-0.62036,-0.82871,-0.94372,-1.1172,-1.2574,-1.4643,-1.5209,-1.3553,0.65066,-1.2221,-1.074,-0.87565,-0.67202,-0.49845,-0.29259,-0.2225,-0.3562,-0.52009,-0.69197,0.65617,-0.86302,-1.0325,-1.1568,-1.3147,-1.4387,-1.5081,-1.382,-1.2086,-1.0429,-0.87964,0.88817,1.136,1.0
-0.30711,-0.23382,1.2567,1.2783,1.2287,1.2536,1.3109,1.2182,1.1028,1.0025,0.82272,0.70343,-0.070897,0.62746,0.43185,0.16795,0.10297,-0.10006,-0.28433,-0.31139,-0.14137,0.000784,0.2114,0.12713,0.42881,0.67744,0.90132,1.1536,1.3234,1.3632,1.3274,1.2984,1.3018,1.2934,0.30541,1.2704,1.281,1.2878,1.2631,1.0111,0.74572,0.48258,0.21565,-0.059106,-0.1892,0.52532,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,0.73291,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,0.85304,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,-1.1462,1.0794,1.1135,1.0
-0.82912,-0.742,1.3707,1.5048,1.3906,1.2537,1.0776,0.92917,0.70869,0.61655,0.47456,0.19927,-0.47436,-0.058138,-0.19618,-0.48096,-0.77774,-0.80703,-0.69656,-0.53458,-0.23502,0.082868,0.41784,-0.23278,0.75749,1.0872,1.4304,1.5206,1.563,1.3811,1.3499,1.3449,1.4552,1.5981,0.068886,1.5872,1.622,1.6144,1.2266,0.8427,0.4896,0.14988,-0.19631,-0.54262,-0.80162,0.38526,-0.29115,-0.36957,-0.56129,-0.74892,-0.92798,-1.2403,-1.3789,-1.5492,-1.5168,-1.3714,0.68356,-1.1809,-0.96103,-0.69616,-0.57593,-0.41349,-0.40676,-0.41804,-0.54955,-0.74134,-0.9107,0.87865,-1.0757,-1.3084,-1.4464,-1.5117,-1.3959,-1.2384,-1.0616,-0.8216,-0.57257,-0.41158,1.0148,1.1803,0.0
-0.28386,-0.309,1.2061,1.2863,1.2641,1.1965,1.0624,0.90563,0.80561,0.67416,0.4014,0.15367,-0.18122,-0.077569,-0.18455,-0.34106,-0.31115,-0.26646,-0.077569,0.12258,0.33771,0.56496,0.79721,0.008841,1.043,1.2707,1.3778,1.3973,1.3876,1.2717,1.2322,1.3457,1.4395,1.5227,0.21779,1.4587,1.4136,1.3359,1.1444,0.88694,0.61348,0.36793,0.13576,-0.075575,-0.22767,0.4701,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,0.71952,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,0.87971,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,-1.1195,1.0563,1.1461,1.0
-0.95792,-0.82997,1.4715,1.4947,1.4491,1.3156,1.1404,0.99064,0.71546,0.54334,0.24326,0.063838,-0.60643,-0.25106,-0.56115,-0.79349,-0.97563,-0.93852,-0.72141,-0.38764,-0.12797,0.22033,0.5735,-0.29147,0.91098,1.2095,1.3138,1.2997,1.1908,1.3284,1.4929,1.4413,1.4323,1.3993,0.040332,1.3297,1.3713,1.2904,1.0188,0.69636,0.33607,-0.00338,-0.3265,-0.64122,-0.84832,0.40774,-0.33021,-0.3067,-0.63468,-0.89354,-1.1793,-1.3624,-1.6074,-1.8041,-1.5958,-1.2583,0.64645,-0.99862,-0.73027,-0.49944,-0.19965,0.094928,0.30955,0.30943,0.15201,-0.11361,-0.36309,0.91138,-0.71527,-1.0104,-1.2592,-1.5642,-1.7488,-1.646,-1.3346,-1.0565,-0.71626,-0.44293,1.1231,1.3553,0.0
-0.5199,-0.44451,1.4315,1.4277,1.3983,1.3002,1.1444,0.93334,0.76236,0.56728,0.3232,0.054178,-0.25665,-0.18422,-0.39677,-0.50943,-0.49574,-0.3509,-0.13762,0.071836,0.31462,0.53668,0.77782,0.01062,0.99464,1.2361,1.3655,1.4157,1.3814,1.4013,1.4175,1.4268,1.4963,1.4391,0.23813,1.4738,1.391,1.2345,0.9655,0.73715,0.48269,0.24504,-0.005444,-0.23247,-0.4434,0.48064,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,0.72108,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,0.98129,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,-1.0713,1.1469,1.3889,0.0
-0.61713,-0.56784,1.253,1.3257,1.2832,1.1946,1.1498,1.08,0.93893,0.82647,0.6446,0.49438,-0.38509,0.17251,-0.13689,-0.4202,-0.65408,-0.65907,-0.53633,-0.32941,-0.068132,0.23178,0.53904,-0.19859,0.85585,1.1856,1.5247,1.4916,1.4903,1.3583,1.3357,1.2778,1.3451,1.3777,0.10177,1.4685,1.4217,1.4071,1.3238,0.97698,0.58069,0.25705,-0.053734,-0.34226,-0.54441,0.46273,-0.61596,-0.68948,-0.81605,-1.0306,-1.146,-1.2993,-1.4504,-1.5199,-1.4335,-1.276,0.68103,-1.119,-0.91154,-0.74906,-0.55646,-0.42556,-0.5154,-0.66003,-0.79908,-1.0014,-1.1177,0.83066,-1.2137,-1.4307,-1.5164,-1.4363,-1.2996,-1.238,-1.0767,-0.86827,-0.6557,-0.53655,0.91095,1.1178,0.0
-0.83958,-0.90317,1.4904,1.4618,1.4725,1.3882,1.2611,0.99814,0.83896,0.7113,0.4468,0.18923,-0.62077,-0.19024,-0.5023,-0.65284,-0.75816,-0.71029,-0.63276,-0.44119,-0.15762,0.1925,0.51156,-0.45108,0.83748,0.90193,0.83989,1.0988,1.3181,1.4102,1.3685,1.3979,1.4733,1.6048,-0.061959,1.6738,1.7512,1.5689,1.2208,0.80237,0.41948,0.14899,-0.2898,-0.62295,-0.92901,0.25726,0.037754,0.01915,-0.14299,-0.3748,-0.60154,-0.82019,-1.1228,-1.3109,-1.5569,-1.5729,0.59221,-1.4793,-1.2483,-1.0079,-0.72663,-0.53048,-0.49771,-0.65914,-0.81397,-0.94443,-1.1428,0.79132,-1.4164,-1.6178,-1.5523,-1.3874,-1.1576,-0.92022,-0.67954,-0.50261,-0.21032,-0.10088,1.0794,1.2865,0.0
-0.42155,-0.38368,1.3933,1.4239,1.3868,1.3008,1.2126,1.0517,0.85015,0.68638,0.4953,0.27854,-0.23499,0.087588,-0.13386,-0.35744,-0.44597,-0.47513,-0.315,-0.13274,0.11087,0.33816,0.59034,0.002841,0.8189,1.0402,1.3094,1.4169,1.4266,1.3479,1.38,1.4128,1.4579,1.4293,0.22958,1.4339,1.4907,1.3205,1.0594,0.80383,0.56473,0.31799,0.087418,-0.14209,-0.34001,0.48622,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,0.7025,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,0.90263,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,-1.0886,1.1282,1.2646,0.0
-0.59089,-0.46145,1.241,1.2757,1.4333,1.3894,1.3374,1.2183,1.0693,0.9598,0.80725,0.60461,-0.66573,0.44214,0.32752,0.16197,-0.078415,-0.43742,-0.62135,-0.85045,-0.85741,-0.55249,-0.25342,-0.70971,0.10092,0.48015,0.80666,1.2085,1.5481,1.7801,1.8243,1.5276,1.4762,1.4224,-0.36147,1.3476,1.462,1.2296,0.96315,0.89547,0.8742,0.53181,0.13854,-0.21226,-0.47261,0.019459,-0.13631,-0.3299,-0.57586,-0.78369,-1.1147,-1.3776,-1.3857,-1.3033,-1.2866,-1.2185,0.38693,-1.2008,-1.1023,-0.94163,-0.73918,-0.50989,-0.19769,-0.26635,-0.51836,-0.75468,-1.051,0.73944,-1.1382,-1.2905,-1.5424,-1.7423,-1.6193,-1.3205,-1.0881,-0.78264,-0.40552,-0.17609,0.92784,1.0658,1.0
-0.79871,-0.81542,1.1293,1.3541,1.3969,1.4338,1.3435,1.2241,1.0119,0.80866,0.5559,0.41104,-0.92534,0.23462,-0.10591,-0.44249,-0.68226,-0.68451,-0.83257,-0.73519,-0.47906,-0.16621,0.17695,-0.58353,0.58566,0.93473,1.2853,1.5879,1.7816,1.553,1.4643,1.383,1.4971,1.653,-0.26534,1.6856,1.7623,1.5767,1.2496,0.80562,0.46004,0.13234,-0.22292,-0.56479,-0.76068,0.057294,-0.39777,-0.38781,-0.59033,-0.71916,-0.97625,-1.0948,-1.2842,-1.4335,-1.5117,-1.3953,0.29402,-1.1557,-0.99127,-0.8004,-0.61627,-0.42781,-0.30714,-0.38854,-0.32396,-0.24092,-0.47276,0.45835,-0.74633,-0.96168,-1.2209,-1.4473,-1.536,-1.3733,-1.1023,-0.91595,-0.64518,-0.5055,0.74723,0.99942,1.0
-0.485,-0.42822,1.3211,1.3007,1.2682,1.1282,1.0124,0.83644,0.67722,0.53966,0.36404,0.15608,-0.21665,-0.068088,-0.34134,-0.52946,-0.51305,-0.35802,-0.136,0.092862,0.33194,0.57289,0.83821,0.008744,1.0781,1.3211,1.4389,1.4185,1.3201,1.3183,1.303,1.3545,1.4392,1.4846,0.24891,1.4988,1.5383,1.3951,1.1358,0.89526,0.60448,0.30954,0.021918,-0.25079,-0.41235,0.48724,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,0.71879,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,0.98847,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,-1.0829,1.1885,1.2703,0.0
-0.86338,-0.7586,1.5016,1.4785,1.498,1.3321,1.1767,0.9773,0.77647,0.56213,0.30733,0.135,-0.53406,-0.16526,-0.49022,-0.75705,-0.95626,-0.87527,-0.66206,-0.50507,-0.16575,0.14084,0.51913,-0.19207,0.81362,1.1287,1.1238,1.3965,1.5337,1.5151,1.4785,1.4873,1.5447,1.5838,0.11726,1.6441,1.5811,1.3386,0.94704,0.63608,0.36932,0.062589,-0.28995,-0.56157,-0.75994,0.51871,-0.4613,-0.53174,-0.5114,-0.76789,-1.0336,-1.248,-1.4505,-1.4791,-1.3791,-1.1637,0.69653,-0.98701,-0.83671,-0.79653,-0.74734,-0.64123,-0.44511,-0.30431,-0.42048,-0.6109,-0.85536,0.96365,-1.109,-1.3888,-1.5304,-1.4488,-1.2915,-1.0487,-0.90876,-0.67796,-0.49536,-0.37235,1.1857,1.4075,0.0
-0.51301,-0.43014,1.2661,1.1734,1.1927,1.1357,1.0102,0.92317,0.73826,0.56808,0.51909,0.33564,-0.21898,0.19241,-0.049573,-0.2357,-0.51517,-0.59123,-0.58062,-0.30992,-0.031462,0.22361,0.52951,0.085778,0.87596,1.1896,1.5041,1.8269,1.8179,1.6085,1.3445,1.2528,1.2098,1.1465,0.3141,1.3387,1.4432,1.389,1.2893,0.90786,0.56688,0.20168,0.01321,-0.3509,-0.5064,0.46152,-0.73313,-0.68661,-0.75232,-0.87725,-0.99589,-1.2443,-1.4243,-1.4857,-1.5279,-1.366,0.7319,-1.2243,-1.0824,-0.85215,-0.71057,-0.56886,-0.47119,-0.5036,-0.64048,-0.77577,-0.91099,0.89471,-1.0348,-1.2242,-1.3925,-1.4602,-1.4595,-1.4269,-1.2481,-1.1937,-1.021,-0.78002,1.0453,1.1402,1.0
-0.89389,-0.91029,1.2564,1.3409,1.4432,1.4163,1.3801,1.2077,0.99662,0.67356,0.41691,0.20729,-0.69409,0.03605,-0.2395,-0.56298,-0.85132,-0.9269,-0.89511,-0.72477,-0.41897,-0.085773,0.2634,-0.37172,0.61188,0.97427,1.3135,1.3763,1.4402,1.3991,1.4,1.4429,1.473,1.507,-0.097822,1.5887,1.5977,1.5047,1.1009,0.72362,0.33251,-0.033859,-0.35086,-0.6882,-0.85838,0.23813,-0.027967,0.074375,-0.054454,-0.35527,-0.72838,-1.0139,-1.373,-1.589,-1.7168,-1.5243,0.45083,-1.2551,-0.93168,-0.67302,-0.27554,-0.086993,-0.039432,-0.20908,-0.41376,-0.77589,-1.0116,0.75621,-1.337,-1.5597,-1.6,-1.502,-1.2848,-1.1063,-0.94193,-0.64478,-0.35378,-0.10552,0.93154,1.2195,0.0
