@relation synthetic_control

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute target {1,2,3,4,5,6}

@data
1.3795,1.6354,1.6903,-1.3015,-0.75148,0.021588,1.7671,1.0162,0.2657,1.4214,0.49362,-0.4593,0.32837,-0.1279,0.26459,-0.77015,-1.1811,-1.3987,-1.2816,-0.07809,-0.019908,1.4049,-1.3398,1.3073,1.6762,-0.64322,-0.70787,-1.4168,-0.97054,1.1844,0.32516,1.5917,-0.64602,0.32008,-0.13597,0.69919,0.66604,-1.0972,1.2902,0.50867,-1.1342,1.3602,0.22646,-1.1164,-1.2448,-0.25573,-0.49463,-0.32658,-0.84059,0.79308,0.33524,-1.2506,-0.74151,-0.82942,1.2396,-0.95725,-0.33815,-0.82483,-1.2619,0.73172,1
-0.57846,0.58834,0.78853,1.5742,1.5073,0.35208,0.27597,0.093829,-0.335,-1.6978,-1.7491,-1.2853,-0.68047,-0.72314,0.52664,1.0892,1.6795,0.73591,1.3582,0.72155,-0.20683,-0.32473,-1.3804,-1.5566,-1.3257,-1.1843,-0.46792,0.34847,1.055,1.4539,1.477,0.73003,0.94323,0.030737,-0.83292,-0.41393,-1.4163,-0.98563,-1.2939,-0.76083,0.35764,0.62011,0.6184,1.149,1.0946,0.26706,-0.22352,-0.46368,-1.3571,-1.0795,-1.2752,-1.1986,-1.2446,-0.17404,0.83987,1.0601,0.6795,1.377,0.52632,0.2963,2
-1.9848,-1.9733,-1.4028,-0.77733,-1.9339,-0.68401,-0.9474,-1.5089,-1.4312,-0.87068,-0.62297,-1.3687,-0.70482,-1.0029,-0.93604,-0.054569,-0.6861,-0.41902,-1.1551,0.18186,-1.0717,-0.53937,-0.63648,0.16956,-0.12002,-0.88083,0.43848,0.32669,0.55582,-0.67817,-0.50984,-0.32108,-0.14696,0.003235,0.21315,0.92703,0.55399,0.62895,0.63912,0.82564,0.85049,0.7898,1.1025,0.31511,0.18423,0.52324,1.2531,0.42387,0.68678,0.59164,1.6124,0.72618,0.95455,0.74011,0.89101,1.6882,1.7024,2.0496,1.6204,1.1999,3
-1.3308,-1.2517,-1.2588,-1.197,-0.22771,-1.4031,-1.3038,-0.10409,-0.59392,-1.4014,-0.10968,-1.0111,-1.1126,-0.32239,-0.49156,-0.20411,-0.81111,-0.62494,-1.3107,-1.1344,-1.0361,-1.3578,-1.0154,-0.14851,-0.87298,-1.3125,-0.5072,-0.63006,-0.37384,-0.96914,-1.2959,0.65433,1.3894,0.54805,0.50147,0.31847,0.24834,0.82889,0.35501,1.2548,0.69274,0.50135,0.74312,1.5512,0.55543,1.3071,0.30369,1.343,0.8689,0.69497,1.5813,0.68654,1.3077,0.80521,0.91133,1.6123,1.1458,0.91222,1.5454,1.5562,5
-1.5396,-0.01809,-0.1996,-0.74297,-1.0041,-0.18141,-1.9977,-2.0547,-0.77993,-0.14968,-0.22558,-0.090889,-0.1346,-0.087403,-1.7288,-0.70299,-0.40133,-0.14861,-2.2722,-1.8515,-1.0456,-0.79638,-0.16476,0.72414,1.5192,1.4007,0.12802,-0.47838,1.5857,0.23288,1.5966,1.1478,1.1699,-0.15195,-0.31861,0.28249,1.5539,-0.51943,1.0927,-0.4514,-0.1655,1.6301,0.82443,0.27915,-0.44261,1.5707,1.5266,0.5615,-0.48071,0.15523,0.22506,-0.60519,1.4632,-0.34429,1.1103,-0.40777,-0.79912,0.71421,0.17264,0.81625,5
-0.50435,0.37766,1.6827,1.2408,0.99756,0.81817,0.093196,-0.57424,-1.0433,-1.5008,-1.6002,-0.4211,0.38215,0.50931,0.50281,0.98744,0.98136,0.98648,0.53153,-0.55084,-0.62061,-1.8318,-1.0498,-0.72609,-0.2649,0.62035,1.263,0.90024,1.6275,1.4407,0.76459,-0.37704,-0.69705,-0.71363,-1.9018,-0.55986,0.003252,-0.21083,1.2884,0.82005,1.0454,1.1842,0.40342,-0.17917,-1.2669,-1.2905,-1.5464,-1.0615,-0.46893,-0.31568,0.1378,1.0093,1.0689,0.63398,1.3787,-0.36994,0.078584,-0.58216,-1.8538,-1.6764,2
0.80584,0.13718,1.0393,0.17529,0.87545,0.50828,1.2722,0.10734,0.65274,1.1533,0.21935,1.2752,1.1538,1.2766,0.4738,0.69685,0.80112,0.81487,0.36462,0.45733,1.3501,0.64712,1.2569,0.70252,1.2452,0.28159,0.75824,0.86994,1.4073,1.5777,0.31513,1.0788,1.2555,-0.22689,-1.0105,-0.73608,-1.0768,-0.51199,-1.4849,-1.0996,-0.51052,-1.5534,-0.68063,-1.7006,-1.0814,-0.35666,-1.4743,-0.62117,-1.5605,-0.66543,-0.97668,-0.84904,-1.5132,-0.63662,-1.0046,-1.1074,-0.76144,-1.2233,-1.3092,-1.2737,6
-1.6927,-1.7769,-1.7129,-0.94659,-0.58252,-1.198,-1.0989,-1.2032,-0.79838,-0.41232,-1.0496,-1.4787,-1.0743,-0.28933,-1.3839,-1.3903,-0.38836,-1.2205,-1.1805,-0.82374,0.050369,-0.51316,-0.76887,-0.1393,0.42399,0.45092,0.1452,-0.67413,-0.24967,0.52688,-0.38933,0.50893,0.084816,-0.20088,0.5209,0.12504,0.041023,0.12337,0.68633,0.96598,0.45508,0.31924,0.37121,0.06265,0.51665,0.18336,0.3187,1.1437,1.5403,1.3602,0.72799,1.6336,0.93866,0.87625,1.0511,1.2097,2.0479,2.1035,1.1829,1.9404,3
-0.66907,-1.0685,1.662,-0.85665,-0.81,-1.6922,1.1185,0.13518,0.73938,0.30586,-1.3334,0.049286,-0.25417,0.63784,0.28168,-0.13273,1.4012,-0.36232,1.0612,-0.29365,-1.7119,0.43231,1.6643,0.77501,0.013419,-0.63023,-1.0979,0.73361,-1.5228,1.2411,0.10931,-1.6514,-0.069707,-1.0695,0.49125,0.53461,0.77597,-0.88584,1.125,-1.4086,-0.3005,-1.4177,-0.20429,1.3902,0.21758,-0.1827,0.79459,1.161,1.5664,-1.5502,0.40044,1.708,-1.3646,-0.32777,1.183,-1.2738,-0.61782,-0.26218,1.3334,-0.020495,1
0.12879,2.0793,1.1997,1.9293,0.64407,1.6957,1.5302,1.4071,1.7023,1.1368,0.31146,0.46742,-0.11585,-0.22598,-0.049778,0.30215,0.73263,1.2787,0.56764,1.4969,0.75155,0.30004,0.34699,-0.059614,-0.044878,-0.60164,0.42212,0.14105,-0.12443,0.89174,0.80117,0.028084,0.67474,-0.82577,-0.69286,-0.053038,-1.1855,0.17309,-0.022203,-1.2054,-1.0696,0.41164,-1.4225,-1.0285,-0.74964,-1.1096,0.4257,-1.3884,-0.33184,-1.3644,-1.7018,-0.58186,-1.5395,0.19858,-1.1463,-0.30176,-2.0551,-0.63133,-1.2576,-1.29,4
0.48622,-0.16039,1.0122,1.4026,0.27484,0.3448,-0.37279,0.10776,-0.87702,-0.94527,-1.9657,-1.075,-0.21937,0.27254,0.8915,0.050105,1.2962,0.88426,1.4364,0.89887,0.44325,-0.031593,-1.5702,-1.6465,-1.2431,-0.53506,-0.31193,-0.65462,0.015139,1.0786,1.5599,1.2051,1.1891,0.85212,-0.62362,-0.43379,-0.75277,-0.86154,-1.7802,-1.1865,-0.077086,0.39662,1.1131,1.551,1.6803,0.3992,0.92701,0.069339,0.049815,-1.2594,-1.7325,-1.8735,-1.2312,-0.98809,-0.44583,0.5408,0.57823,0.41658,1.3527,0.078437,2
0.70933,1.0323,0.82472,1.9559,0.71125,0.63416,0.37465,0.63475,1.7575,0.47533,1.1918,1.4584,0.67575,1.264,1.0641,0.87877,0.89824,0.67908,1.5075,1.854,0.76407,0.54339,0.90833,1.677,1.3086,-1.393,-1.1704,-0.30821,-0.27026,-0.17384,-0.43871,-0.87947,-1.2031,-0.93174,-1.2141,-1.2787,-1.2033,-1.3514,-1.1144,-0.48269,-1.3376,-0.22475,-0.19714,-0.1788,-1.4075,-0.42816,-1.4706,-0.6222,-0.92924,-0.15738,-0.026973,-0.092635,-0.56243,-0.49308,-0.31924,-1.5163,-1.3258,-0.32087,-0.66821,-0.090779,6
0.51256,0.41925,1.2084,1.0286,1.3034,-0.17835,-0.50863,-1.4234,0.22779,1.5378,-0.004224,-1.0568,0.40821,-1.4005,-1.0152,0.040216,-1.1569,0.8493,0.89218,-0.72166,1.2949,-1.3981,0.86461,0.34743,-0.82677,-0.9107,-0.47755,-0.53833,-1.4901,-1.3919,1.2735,-1.2566,-0.76715,-0.8952,-0.1531,0.85647,-1.0222,-1.2783,0.70567,0.844,-1.0615,1.6043,1.5365,-0.93917,0.35576,-1.302,-0.48936,0.40937,0.86469,-0.28104,0.43106,1.5624,1.5032,1.4259,0.13527,1.1636,-1.2906,0.91978,-1.0907,-0.19994,1
1.3271,0.50756,0.91026,0.20165,0.42277,0.88806,0.18894,0.20048,0.60615,0.68764,0.94272,0.32579,1.3051,0.32603,1.2881,1.0066,0.77473,0.60745,1.1408,1.3148,0.82787,0.94331,1.2595,1.3507,1.1288,0.51016,1.2235,1.3768,0.66386,1.0923,1.3834,0.64155,-1.5828,-1.0371,-1.4446,-0.95472,-0.71371,-0.59343,-1.4167,-0.53782,-0.43036,-0.96507,-1.503,-1.2474,-1.0264,-1.1972,-1.5646,-1.5469,-0.71754,-0.6748,-1.3602,-1.3263,-0.40261,-0.79905,-0.51448,-1.1889,-0.48275,-0.82684,-0.52058,-0.7987,6
-1.1159,0.23716,1.6308,-1.1645,-0.49066,-1.2594,-0.44453,-0.075867,0.50159,-0.67573,-0.2098,-0.19978,0.075323,0.16629,0.21396,-1.5346,-1.5316,1.5385,-1.2315,0.68435,1.0356,-1.3334,1.6008,0.55042,-0.11749,1.2838,-0.90701,0.72168,-1.1864,-1.3864,-0.60777,-0.37637,0.7612,-0.7739,1.7771,1.5436,-1.5143,-0.59364,-0.52673,0.046252,0.77595,-0.79793,0.46343,-0.087797,1.3212,-1.4109,1.7299,0.62049,1.2847,0.41648,1.4054,-0.27538,-0.3973,0.53684,1.4015,0.81316,0.36714,-1.3665,-0.66266,-1.2489,1
-0.27056,-1.1878,-0.98033,-1.3806,-1.8143,-1.0557,-1.1437,-0.77393,-0.86342,-1.1684,-1.3505,-1.124,-0.21771,-1.2206,-1.4362,-1.5286,-0.27814,-0.43277,-1.5414,-1.6627,-0.80005,-0.41149,-0.72403,-1.0705,-0.93202,1.4309,1.0352,1.3854,0.16586,0.3068,1.1668,1.2047,0.7508,0.079486,-0.2799,0.85604,0.83021,1.4401,0.31415,1.174,0.87349,0.55607,0.37516,1.0538,0.048453,0.29817,0.37607,0.58933,0.032365,-0.032665,1.4795,0.023357,0.96769,1.1639,1.1549,1.0659,1.4519,-0.30324,0.97799,1.3569,5
0.55585,0.21645,0.81925,0.98617,1.197,0.35686,0.49067,-0.23544,-0.58843,-0.92508,-0.73219,-1.0247,-0.088714,-0.060776,0.9625,0.867,0.76436,1.0426,0.30167,0.12846,-0.59345,-0.84545,-1.9067,-1.1879,-0.15861,0.57702,0.61609,1.7057,0.78671,1.5727,0.27464,-0.5537,-1.4107,-1.6608,-1.4138,-1.2446,-0.24675,0.1405,0.93291,0.75647,1.9952,1.3109,0.61713,0.36183,-1.0583,-1.3717,-0.96711,-1.1265,-0.28972,-0.5293,0.53564,1.7522,1.0046,0.75318,0.65752,0.6062,-0.88518,-0.85371,-1.7686,-1.9179,2
2.0161,0.72106,1.1354,0.52348,1.8505,1.4433,2.0484,2.0819,0.62971,0.64933,0.77045,0.35315,0.48247,1.4594,0.61463,0.62665,1.1423,1.0711,-0.30577,0.25909,0.28503,0.045005,0.49324,0.40248,-0.21088,-0.14956,0.39819,0.4992,-0.60655,0.039076,-0.57575,-0.5316,0.42243,-0.62143,0.080241,0.38172,-0.95692,0.25552,-0.56525,0.35413,-0.23722,0.58532,-1.4346,-1.3814,-1.5097,-1.3371,-0.68879,-1.5181,0.028338,-0.79003,-0.55638,-0.041499,-0.77231,-0.16648,-1.6249,-1.028,-1.2928,-1.5999,-1.6022,-2.0434,4
1.3004,1.2825,0.5017,0.40319,0.93632,0.78891,0.9869,0.8104,0.32701,0.56152,1.419,1.1286,0.42006,0.67761,0.58371,1.585,1.5894,0.38355,0.34497,1.3141,1.4444,1.3083,0.42325,0.76578,0.50827,1.2123,0.3571,0.94664,0.43011,1.6476,0.73889,-1.3111,-0.5912,-0.61581,-1.1449,-0.30685,-0.67613,-0.74509,-0.76222,-0.79602,-0.28756,-1.3667,-0.93549,-1.4288,-1.4139,-0.57791,-1.5499,-0.9279,-0.73259,-0.81894,-1.6035,-1.0188,-0.44081,-0.95255,-1.5799,-1.2595,-0.96419,-0.28406,-1.1094,-0.92596,6
-0.91392,-1.6136,-0.75288,-1.578,-1.3041,-0.057113,-1.0706,-0.29831,-1.4011,-0.85277,-1.5389,-0.021226,-1.5474,0.017907,-1.6891,-1.4029,-1.0881,-0.14291,-1.5102,-1.7265,-0.53461,-1.2201,-1.763,-0.2671,-0.19106,0.17387,1.0486,1.4385,1.4524,-0.10367,0.19481,0.82612,0.12361,0.97061,-0.057284,0.61839,0.35631,0.074782,-0.14635,0.63174,0.65753,1.2758,1.1122,1.0851,1.2043,0.60795,0.68377,0.7321,0.3324,1.5132,1.3069,-0.16785,0.81361,0.9163,1.1601,0.53915,1.4449,0.67106,0.88231,0.094232,5
1.2734,0.85325,0.62103,0.43851,0.84777,0.9835,0.6003,2.0332,-0.088633,0.49373,0.73958,1.1678,1.99,0.56054,0.96682,0.5915,1.2735,1.2621,0.046245,-0.1548,1.6,-0.52366,0.80808,0.007228,1.1416,0.76682,-0.7716,-0.47203,0.95836,-0.1848,-0.96456,-0.47525,-0.4911,0.11524,0.3084,1.0612,-0.26291,-1.1917,0.87487,-1.5554,-0.57395,-1.2293,-0.87357,-0.18233,0.043814,-0.35581,-0.22587,-1.2213,-0.96442,-1.6269,-0.30865,0.003796,-2.0815,-0.30536,-1.614,-0.33961,-0.26095,-1.686,-1.2234,-2.2227,4
0.47846,1.1687,0.52293,0.82203,1.3713,1.3467,0.8706,0.5081,0.15828,1.2012,0.26049,0.80135,0.15425,0.90828,0.16247,0.81506,0.43121,0.69249,0.60318,0.27413,0.49609,0.2761,0.70581,1.2272,0.39079,0.64206,1.1758,1.3823,0.53671,0.21673,0.6816,0.68237,1.2053,1.0595,0.28838,0.21805,0.86022,0.66843,0.28001,-0.90553,-1.1711,-1.8224,-1.0502,-1.6468,-1.4458,-1.0154,-1.1865,-0.83105,-1.5113,-1.0017,-1.2617,-1.2939,-0.76185,-0.83411,-1.6231,-1.2264,-1.2135,-1.5258,-1.5256,-1.6909,6
-1.1821,-0.58943,-0.76622,-0.57476,-2.1019,-0.7187,-1.6636,-1.2374,-1.884,-1.2196,-0.61862,-0.48262,-1.0586,-0.75015,-0.011881,-0.60254,-1.3291,0.055072,-1.3967,-0.060488,-0.63533,-0.70659,-0.20239,-1.0594,-0.80804,-0.11111,-0.19659,-1.0135,-0.54479,0.44078,-0.19804,-0.70025,0.48483,-0.33309,0.01415,0.19891,1.08,1.0055,0.51332,-0.014527,0.87638,1.2392,1.395,0.95662,0.52442,0.07898,1.2353,0.76076,0.85986,0.18092,0.8663,1.9877,1.346,0.34824,0.60417,1.8165,0.76901,1.767,1.5579,1.8093,3
1.1693,1.0281,0.96519,0.63564,0.56227,0.98917,0.61713,0.68973,0.26482,0.20558,0.562,0.73711,0.82612,1.0622,0.35578,0.78587,1.0648,0.88554,1.0243,1.0741,1.1486,0.51531,1.1489,0.84693,0.7073,0.41944,0.68423,1.2937,0.4206,1.202,0.71749,1.2843,1.2753,0.84484,-1.3854,-0.54609,-1.0574,-0.89965,-1.4859,-0.91158,-0.78047,-1.0685,-0.99504,-1.4088,-1.5805,-1.6755,-1.54,-0.68858,-0.89708,-1.1604,-0.76141,-1.3025,-0.66547,-0.85157,-1.1965,-0.57844,-1.4925,-1.2103,-0.88685,-0.9871,6
-0.97638,-1.7719,-2.6191,-0.34452,-1.7306,-0.45701,-1.0567,-0.35558,-0.028506,-0.91977,-0.83658,-1.5998,-0.6873,-0.77808,-1.7061,-0.72933,0.23395,0.051103,-0.80088,0.60701,0.62745,0.24455,-0.021844,-0.58104,-0.77971,0.53531,-1.0774,0.61219,0.73989,-0.19924,-0.95077,-0.052176,-0.28646,0.13946,0.69832,0.2957,-0.34355,0.97301,-0.50006,-0.73838,0.40407,1.0402,0.7457,0.24469,0.32216,0.84654,-0.17126,0.035031,1.2624,1.8883,-0.086817,-0.0014,0.37122,0.22693,1.465,1.4732,1.7086,0.79275,2.2393,2.364,3
0.44813,0.30272,0.39039,1.5552,1.3611,1.0061,0.63693,-0.51374,-0.69051,-1.5134,-1.0306,-0.8159,-0.36321,-0.24302,0.063543,1.2286,1.3635,0.75063,0.077386,0.3497,-0.58886,-0.8211,-1.336,-1.9792,-1.1331,-0.21466,0.45842,0.81411,1.6355,1.3186,0.66856,1.0054,-0.24245,-0.64675,-1.2243,-2.0808,-0.97035,-1.0501,-0.026563,0.32962,1.3844,0.71909,1.6842,0.90404,-0.25948,-0.42141,-1.4553,-1.6256,-0.9353,-1.0045,-0.89196,-0.73934,0.82147,1.1334,0.5248,1.5382,1.0579,0.10072,-0.079991,-0.73482,2
0.43111,0.63518,0.35572,0.33483,0.49755,0.95924,0.53261,0.56847,1.3607,1.3461,0.41984,0.81489,1.3612,0.48027,0.1696,0.32036,0.21681,0.65607,0.23745,1.1248,0.13944,1.1621,0.78868,1.0824,0.8359,0.39577,1.0215,0.87348,0.63044,0.22579,1.3698,1.003,0.14573,1.3054,1.2432,1.1951,-1.6835,-1.131,-1.0875,-1.6834,-0.7315,-0.57021,-1.3259,-0.53084,-0.57021,-0.59211,-0.87208,-1.5079,-0.6894,-0.50693,-0.8983,-1.7281,-1.6744,-1.4808,-0.82046,-1.7592,-0.56477,-1.7364,-1.5302,-0.56543,6
1.9633,1.1327,1.2895,0.94692,1.1924,1.6648,0.81676,0.75204,1.3516,1.1299,0.37119,0.89411,1.6303,0.59484,0.069148,1.1983,1.2512,0.84259,-0.13082,0.31979,0.087144,-0.059207,0.82832,0.73893,1.0068,-0.36181,0.12949,-0.27436,-0.21342,0.773,0.37643,-0.18241,0.60823,-0.18328,-0.094668,-0.087547,-0.64525,-0.54603,0.18707,-1.0392,-0.78801,0.14197,0.18522,-0.15591,-0.77157,-0.42769,-0.27576,-1.3129,-1.4694,-0.30636,-1.1322,-1.3989,-1.0897,-1.6342,-1.7744,-1.1687,-1.3724,-1.9806,-1.905,-1.6925,4
-0.52151,1.1803,0.92405,1.357,1.3713,0.82746,0.68386,-0.34056,0.26865,-0.63748,-1.6595,-1.6133,-1.7051,-0.4371,0.29097,0.5782,0.47916,0.78117,1.1965,1.3106,1.5555,0.67215,-0.17454,-0.95583,-0.23619,-1.0442,-1.1907,-0.4308,-1.2294,-0.83206,-0.24074,0.45407,0.69057,1.3811,0.55546,0.53542,0.34736,0.27769,0.29335,-0.65607,-0.73669,-0.92382,-1.1826,-0.69614,-0.73003,-0.40215,1.4182,1.7009,1.9897,1.6755,0.568,0.92083,-0.56364,-1.0566,-1.1842,-1.1221,-1.2873,-1.1106,-1.2681,-0.11593,2
0.9659,0.64016,0.48086,0.46276,0.80079,0.50746,0.62994,0.36136,1.271,0.42935,0.89679,0.97486,0.17437,1.4901,0.31383,0.39061,0.6942,1.1242,1.2648,1.2738,1.4289,0.75588,0.3392,1.0705,1.471,0.93294,0.378,0.24588,0.34501,1.0022,0.73794,1.0567,0.499,0.6463,1.0119,-0.62632,-1.6283,-0.66373,-0.87408,-1.3715,-1.6187,-1.3655,-0.54111,-0.64263,-0.94248,-0.75902,-1.7733,-1.064,-0.65737,-0.8427,-1.4225,-1.4988,-1.235,-1.5371,-0.48101,-1.4693,-1.3715,-0.68336,-1.1957,-0.80364,6
1.041,1.2432,1.2346,0.28706,1.9636,0.55453,0.33629,1.8614,1.0176,1.1317,1.106,0.49514,-0.12161,-0.030509,1.2404,0.26628,0.062814,0.66431,0.19569,0.45076,1.3509,-0.50776,0.22243,1.0886,1.1146,0.29824,0.85194,0.86908,-0.12462,0.18865,1.0888,-0.77631,0.54286,0.4868,-0.60928,0.85397,0.34911,-0.34019,-0.61578,-1.1518,-1.3314,-0.44728,-1.217,-0.22138,-1.2842,-1.5451,-1.1109,-0.3341,-1.0165,0.23264,-0.46891,-0.57167,-1.34,-1.6613,-0.000234,-1.869,-1.8262,-0.33263,-1.8336,-2.0016,4
-0.48586,-0.44608,-1.0429,-0.93495,-1.1298,-0.44059,-0.54432,-0.1964,-0.36861,-0.1565,-1.5544,-1.3108,-0.7638,-0.79676,-1.5785,-0.16392,-0.6574,-0.53988,-0.19136,-1.435,-0.5741,-1.4213,-0.72889,-0.57306,-1.55,-1.3961,-0.87941,-0.57397,-1.1601,-0.81535,-0.093449,-0.82474,-1.2719,1.1308,0.44788,0.74223,1.6117,0.52505,0.65329,1.6101,1.6084,1.6044,0.62548,1.332,1.2429,1.1425,1.1417,1.0108,1.1658,1.0732,0.50626,1.6731,0.72075,1.3521,1.1406,0.4509,0.57678,0.50332,0.62265,0.38543,5
0.017055,-0.079758,0.99733,0.73428,1.9375,0.95288,0.44863,-0.42651,-0.92809,-0.44854,-1.544,-0.88542,-1.2458,-1.1816,0.11954,0.88808,0.16968,1.7833,1.2026,1.8005,1.1454,1.1258,-0.35122,-1.0607,-1.5674,-1.3126,-1.0244,-0.98518,-0.18679,0.28675,1.0729,1.2989,0.56689,1.4138,1.7147,0.64033,0.89787,-0.55922,-0.83445,-0.95682,-1.8404,-0.79969,-1.3762,-0.87273,-0.49186,1.1785,0.37469,0.62121,0.75945,0.5001,0.057129,0.78674,-0.29314,-1.2216,-1.1959,-0.77493,-0.75958,-0.70861,0.001476,0.41923,2
-0.63619,-1.3747,-1.1566,-0.56466,-0.65315,-1.1681,-1.3145,-0.74042,-0.38692,-0.42873,-1.0126,-1.2369,-0.53658,-0.87951,-0.65785,-1.1418,-1.1492,-0.46236,-1.0129,-0.89073,-0.38477,-1.0097,-1.1835,-0.52005,-0.78646,-0.44626,-0.71654,-0.86309,-0.84505,-0.91543,-0.92444,-1.1923,-0.75071,0.51528,0.7364,1.5575,0.58136,0.61252,1.5806,1.3472,0.55332,1.3722,1.1784,0.4876,0.98969,0.96731,0.97678,1.4512,0.46708,1.5459,1.4857,1.2332,1.2635,0.62316,1.2245,1.121,1.3434,0.58652,1.251,0.89044,5
-0.50056,-2.0488,-2.4538,-1.4102,-0.14431,-1.5291,-1.0628,-0.47967,0.10006,-1.068,0.16106,-1.1486,0.29229,-1.224,0.18163,-1.1597,0.065636,-0.85582,-0.69751,-1.0516,-1.3649,0.60716,-0.12037,-0.83991,-0.71623,0.29855,-1.4465,0.49825,-0.85036,-0.23583,0.25111,-0.71377,0.34191,0.17973,0.75931,1.2343,0.099671,1.3848,1.4992,0.54569,1.155,-0.64406,0.73509,1.4757,0.016515,1.139,1.7395,1.8609,-0.53095,0.50687,0.12043,0.64649,0.43722,0.12325,1.1031,0.28175,1.5369,0.36988,0.72943,1.8197,3
0.026995,0.23217,0.78174,1.8766,0.89963,0.13861,0.23607,-0.43582,-1.5668,-1.7181,-0.78431,0.051864,0.49863,1.4217,0.94651,1.3379,0.4668,0.19353,-0.069704,-0.97969,-0.93028,-1.5307,-1.0878,0.041458,0.72633,1.4477,0.96977,0.62174,-0.13508,-0.55324,-0.9514,-1.6578,-1.0779,-0.50121,-0.29907,0.30683,0.74677,1.4419,1.2678,1.1454,0.1097,-1.1316,-1.1027,-1.573,-0.69347,-0.25501,-0.23045,1.4887,1.719,1.0877,1.0456,0.034355,-0.65685,-1.7148,-1.2778,-0.91035,-0.97489,-0.20082,0.22153,1.4696,2
1.9987,1.3038,1.1993,1.7055,1.6171,1.7893,1.7853,0.66776,0.78223,1.2,0.89706,0.77721,1.1659,1.0793,0.91783,0.53205,1.3952,0.39702,0.20374,0.18837,1.0586,-0.03065,0.81835,0.20035,0.34029,0.46224,0.36232,0.50706,-0.28163,0.20528,-0.002152,-0.59484,-0.39515,-0.31016,0.22975,-0.7924,-0.84638,-0.55138,-0.38168,-0.79801,-0.67715,-0.5063,-0.76871,-1.269,-0.99687,-1.273,-0.63169,-1.2803,-0.28773,-1.4057,-0.82369,-1.5651,-1.445,-1.0187,-1.2911,-0.76572,-0.73024,-1.5651,-1.575,-0.92653,4
-0.069174,1.1795,0.58423,1.3978,0.4212,-0.33156,-0.43094,-1.433,-0.79585,-1.2115,-0.60084,0.063141,0.43171,0.94139,1.2838,0.92963,0.42703,-0.27822,-1.0888,-1.8648,-1.0691,-0.58025,0.22084,0.4641,0.7175,1.0102,1.0663,-0.53782,-0.55316,-1.3882,-1.0399,-1.1739,0.16253,0.24411,1.708,1.7167,0.4286,-0.074992,-0.41083,-1.3228,-1.7006,-1.7174,-0.21696,0.29199,0.46101,1.4759,1.3942,0.27204,0.20221,-0.46617,-1.288,-1.7327,-0.90855,-0.20745,0.45525,1.5195,1.7273,1.4138,0.52231,-0.64034,2
-1.8951,-2.1284,-1.2081,-0.95209,-0.73301,-1.4283,-0.60147,-1.4625,-0.12337,-0.43661,-1.4193,-0.91094,-0.70318,-1.1708,-0.35246,-0.14012,-0.70494,-0.67004,-1.1617,-0.66985,-0.74956,-1.187,-0.98071,-0.27861,0.20421,-0.76008,0.41591,-0.025498,0.50077,0.42043,-0.58653,0.41509,0.80636,-0.30117,-0.032842,0.35857,-0.45668,-0.11716,0.28469,-0.18192,-0.055016,1.1116,0.3435,0.24053,1.2234,1.0726,1.4532,1.7612,0.18279,1.4855,0.69272,0.4478,1.4095,0.82075,1.002,1.8268,0.83774,1.9386,2.1541,1.1746,3
2.1607,1.0338,1.0212,0.19724,1.1813,1.3585,0.80397,1.0816,-0.054584,1.7284,0.037039,0.79263,1.6085,1.2491,0.51411,0.16603,0.38134,-0.054623,0.99313,0.51871,0.72357,0.5827,0.30448,-0.65177,0.98611,1.2936,-0.33063,0.22388,0.68205,0.067868,0.16485,-0.59255,-0.45778,0.24435,-0.45286,0.40807,0.25192,0.23323,-1.4447,0.095553,-0.42669,-0.8348,-0.37236,-0.060812,-1.3358,-0.669,-1.3037,0.18378,-1.6156,-0.72081,0.27823,-0.20651,-1.4222,-1.3706,-0.21488,-2.1962,-2.1418,-0.98888,-1.2657,-2.3659,4
